target_id	length	eff_length	est_counts	tpm
TRINITY_DN1101_c0_g1_i1	1279	1098.14	716	657.56
TRINITY_DN1108_c0_g1_i1	765	584.14	348	600.817
TRINITY_DN1156_c0_g1_i1	601	420.14	45	108.019
TRINITY_DN1145_c0_g1_i1	609	428.14	219	515.868
TRINITY_DN1136_c0_g1_i1	1437	1256.14	90	72.2577
TRINITY_DN1134_c0_g1_i1	718	537.14	45	84.4899
TRINITY_DN1196_c0_g1_i1	2765	2584.14	1092	426.173
TRINITY_DN1191_c0_g1_i1	601	420.14	16	38.4066
TRINITY_DN1107_c0_g1_i1	1042	861.14	61	71.4391
TRINITY_DN1150_c0_g1_i1	1062	881.14	352	402.882
TRINITY_DN1100_c0_g1_i1	928	747.14	407	549.379
TRINITY_DN1161_c0_g1_i1	1126	945.14	240	256.091
TRINITY_DN1167_c0_g1_i1	663	482.14	66	138.055
TRINITY_DN1147_c0_g1_i1	810	629.14	43	68.9288
TRINITY_DN1168_c0_g1_i1	1017	836.14	33	39.8029
TRINITY_DN1132_c0_g1_i1	712	531.14	86	163.294
TRINITY_DN1133_c0_g1_i1	622	441.14	127	290.34
TRINITY_DN1154_c0_g1_i1	662	481.14	34	71.2668
TRINITY_DN1171_c0_g1_i1	610	429.14	54	126.904
TRINITY_DN1153_c0_g1_i1	1172	991.14	104	105.823
TRINITY_DN1176_c0_g1_i1	776	595.14	177	299.94
TRINITY_DN1113_c0_g1_i1	648	467.14	110	237.479
TRINITY_DN1199_c0_g1_i1	2715	2534.14	221	87.9511
TRINITY_DN1177_c0_g1_i1	813	632.14	88	140.394
TRINITY_DN1109_c0_g1_i1	2031	1850.14	155	84.4903
TRINITY_DN1122_c0_g1_i1	1550	1369.14	234	172.364
TRINITY_DN1198_c0_g1_i1	953	772.14	264	344.816
TRINITY_DN1110_c0_g1_i1	1050	869.14	60	69.6212
TRINITY_DN1186_c0_g1_i1	553	372.14	38	102.981
TRINITY_DN1111_c0_g1_i1	1088	907.14	64	71.1517
TRINITY_DN1129_c0_g1_i1	529	348.14	15	43.4527
TRINITY_DN1105_c0_g1_i1	758	577.14	109	190.469
TRINITY_DN1149_c0_g1_i1	592	411.14	76	186.425
TRINITY_DN1159_c0_g1_i1	689	508.14	44	87.3271
TRINITY_DN1140_c0_g1_i1	908	727.14	64	88.765
TRINITY_DN1162_c0_g1_i1	1038	857.14	65	76.4789
TRINITY_DN1121_c0_g1_i1	837	656.14	29	44.574
TRINITY_DN1152_c0_g1_i1	635	454.14	27	59.9589
TRINITY_DN1189_c0_g1_i1	552	371.14	52	141.301
TRINITY_DN1146_c0_g1_i1	673	492.14	140	286.893
TRINITY_DN1135_c0_g1_i1	1306	1125.14	82	73.5
TRINITY_DN1184_c0_g1_i1	716	535.14	208	391.991
TRINITY_DN1127_c0_g1_i1	773	592.14	33	56.2043
TRINITY_DN1104_c0_g1_i1	654	473.14	23	49.025
TRINITY_DN1125_c0_g1_i1	744	563.14	69	123.57
TRINITY_DN1119_c0_g1_i1	959	778.14	49	63.5065
TRINITY_DN1169_c0_g1_i1	667	486.14	34	70.5338
TRINITY_DN1181_c0_g1_i1	660	479.14	63	132.604
TRINITY_DN1187_c0_g1_i1	573	392.14	14	36.0053
TRINITY_DN1151_c0_g1_i1	575	394.14	38	97.2328
TRINITY_DN1131_c0_g1_i1	669	488.14	315	650.798
TRINITY_DN1144_c0_g1_i1	757	576.14	47	82.2715
TRINITY_DN1106_c0_g1_i1	918	737.14	37	50.6211
TRINITY_DN1163_c0_g1_i1	562	381.14	36	95.2572
TRINITY_DN1165_c0_g1_i1	505	324.14	26	80.8948
TRINITY_DN1114_c0_g1_i1	995	814.14	345	427.366
TRINITY_DN1124_c0_g1_i1	713	532.14	40	75.8078
TRINITY_DN1188_c0_g1_i1	830	649.14	62	96.3237
TRINITY_DN1116_c0_g1_i1	717	536.14	57	107.22
TRINITY_DN1143_c0_g1_i1	871	690.14	64	93.5239
TRINITY_DN1123_c0_g1_i1	785	604.14	60	100.16
TRINITY_DN1157_c0_g1_i1	863	682.14	107	158.194
TRINITY_DN1118_c0_g1_i1	742	561.14	37	66.4983
TRINITY_DN1148_c0_g1_i1	686	505.14	319	636.882
TRINITY_DN1130_c0_g1_i1	752	571.14	62	109.479
TRINITY_DN1158_c0_g1_i1	593	412.14	18	44.0461
TRINITY_DN1192_c0_g1_i1	2906	2725.14	313	115.834
TRINITY_DN1155_c0_g1_i1	668	487.14	45	93.162
TRINITY_DN1178_c0_g1_i1	827	646.14	101	157.643
TRINITY_DN1142_c0_g1_i1	1399	1218.14	81	67.0606
TRINITY_DN1112_c0_g1_i1	754	573.14	37	65.106
TRINITY_DN1102_c0_g1_i1	1650	1469.14	244	167.497
TRINITY_DN1183_c0_g1_i1	794	613.14	105	172.707
TRINITY_DN1164_c0_g1_i1	855	674.14	54	80.7837
TRINITY_DN1137_c0_g1_i1	905	724.14	47	65.4569
TRINITY_DN1175_c0_g1_i1	825	644.14	156	244.244
TRINITY_DN1126_c0_g1_i1	1180	999.14	62	62.5814
TRINITY_DN1139_c0_g1_i1	900	719.14	49	68.7167
TRINITY_DN1117_c0_g1_i1	570	389.14	43	111.44
TRINITY_DN1195_c0_g1_i1	2060	1879.14	361	193.744
TRINITY_DN1174_c0_g1_i1	606	425.14	57	135.214
TRINITY_DN1197_c0_g1_i1	2117	1936.14	116	60.4228
TRINITY_DN1180_c0_g1_i1	625	444.14	118	267.943
TRINITY_DN1128_c0_g1_i1	620	439.14	27	62.007
TRINITY_DN1120_c0_g1_i1	1344	1163.14	238	206.36
TRINITY_DN1172_c0_g1_i1	1304	1123.14	55	49.3865
TRINITY_DN1103_c0_g1_i1	615	434.14	171	397.234
TRINITY_DN1141_c0_g1_i1	549	368.14	25	68.4868
TRINITY_DN1166_c0_g1_i1	974	793.14	100	127.154
TRINITY_DN1278_c0_g1_i1	554	373.14	15	40.5415
TRINITY_DN1269_c0_g1_i1	1505	1324.14	242	184.315
TRINITY_DN1268_c0_g1_i1	1132	951.14	141	149.505
TRINITY_DN1239_c0_g1_i1	1518	1337.14	136	102.575
TRINITY_DN1222_c0_g1_i1	2487	2306.14	177	77.4047
TRINITY_DN1272_c0_g1_i1	2675	2494.14	333	134.649
TRINITY_DN1209_c0_g1_i1	2171	1990.14	106	53.7158
TRINITY_DN1240_c0_g1_i1	1286	1105.14	111	101.294
TRINITY_DN1201_c0_g1_i1	2844	2663.14	199	75.3596
TRINITY_DN1202_c0_g1_i1	3541	3360.14	298	89.4414
TRINITY_DN1235_c0_g1_i1	3128	2947.14	2303	788.085
TRINITY_DN1205_c0_g1_i1	1190	1009.14	271	270.831
TRINITY_DN1286_c0_g1_i1	1599	1418.14	120	85.3379
TRINITY_DN1292_c0_g1_i1	2468	2287.14	496	218.71
TRINITY_DN1289_c0_g1_i1	1301	1120.14	77	69.3263
TRINITY_DN1252_c0_g1_i1	2073	1892.14	313	166.829
TRINITY_DN1247_c0_g1_i1	1096	915.14	154	169.712
TRINITY_DN1261_c0_g1_i1	1457	1276.14	68	53.7391
TRINITY_DN1231_c0_g1_i1	3708	3527.14	238	68.0509
TRINITY_DN1264_c0_g1_i1	2379	2198.14	586	268.857
TRINITY_DN1274_c0_g1_i1	2944	2763.14	305	111.321
TRINITY_DN1225_c0_g1_i1	3297	3116.14	511	165.38
TRINITY_DN1221_c0_g1_i1	996	815.14	536	663.151
TRINITY_DN1228_c0_g1_i1	2150	1969.14	373	191.035
TRINITY_DN1296_c0_g1_i1	1211	1030.14	92	90.0682
TRINITY_DN1214_c0_g1_i1	1049	868.14	98	113.846
TRINITY_DN1291_c0_g1_i1	1292	1111.14	134	121.623
TRINITY_DN1229_c0_g1_i1	1011	830.14	45	54.669
TRINITY_DN1262_c0_g1_i1	1186	1005.14	90	90.3017
TRINITY_DN1241_c0_g1_i1	3309	3128.14	188	60.611
TRINITY_DN1275_c0_g1_i1	2544	2363.14	644	274.838
TRINITY_DN1287_c0_g1_i1	1786	1605.14	124	77.9092
TRINITY_DN1256_c0_g1_i1	2058	1877.14	144	77.3652
TRINITY_DN1282_c0_g1_i1	1055	874.14	54	62.3007
TRINITY_DN1254_c0_g1_i1	2693	2512.14	186	74.6705
TRINITY_DN1207_c0_g1_i1	626	445.14	249	564.134
TRINITY_DN1206_c0_g1_i1	3528	3347.14	737	222.062
TRINITY_DN1227_c0_g1_i1	1743	1562.14	65	41.9636
TRINITY_DN1298_c0_g1_i1	799	618.14	44	71.787
TRINITY_DN1263_c0_g1_i1	3257	3076.14	247	80.9787
TRINITY_DN1218_c0_g1_i1	1295	1114.14	81	73.3204
TRINITY_DN1211_c0_g1_i1	598	417.14	65	157.149
TRINITY_DN1267_c0_g1_i1	2949	2768.14	222	80.8807
TRINITY_DN1294_c0_g1_i1	1171	990.14	125	127.319
TRINITY_DN1293_c0_g1_i1	3105	2924.14	1454	501.471
TRINITY_DN1280_c0_g1_i1	2340	2159.14	276	128.916
TRINITY_DN1260_c0_g1_i1	1010	829.14	141	171.503
TRINITY_DN1237_c0_g1_i1	1634	1453.14	689	478.18
TRINITY_DN1270_c0_g1_i1	2414	2233.14	215	97.0962
TRINITY_DN1224_c0_g1_i1	1277	1096.14	108	99.3659
TRINITY_DN1243_c0_g1_i1	1422	1241.14	807	655.741
TRINITY_DN1266_c0_g1_i1	2254	2073.14	349	169.776
TRINITY_DN1245_c0_g1_i1	1166	985.14	174	178.128
TRINITY_DN1299_c0_g1_i1	1026	845.14	88	105.011
TRINITY_DN1212_c0_g1_i1	582	401.14	38	95.5361
TRINITY_DN1253_c0_g1_i1	2783	2602.14	273	105.806
TRINITY_DN1208_c0_g1_i1	1148	967.14	95	99.0636
TRINITY_DN1297_c0_g1_i1	1593	1412.14	239	170.687
TRINITY_DN1226_c0_g1_i1	571	390.14	32	82.7198
TRINITY_DN1258_c0_g1_i1	2285	2104.14	356	170.63
TRINITY_DN1288_c0_g1_i1	2141	1960.14	174	89.5245
TRINITY_DN1223_c0_g1_i1	875	694.14	56	81.3618
TRINITY_DN1255_c0_g1_i1	1014	833.14	50	60.5246
TRINITY_DN1248_c0_g1_i1	608	427.14	73	172.358
TRINITY_DN1246_c0_g1_i1	2124	1943.14	104	53.977
TRINITY_DN1233_c0_g1_i1	1083	902.14	381	425.923
TRINITY_DN1285_c0_g1_i1	3042	2861.14	464	163.553
TRINITY_DN1232_c0_g1_i1	3223	3042.14	171	56.6887
TRINITY_DN1259_c0_g1_i1	2461	2280.14	258	114.114
TRINITY_DN1244_c0_g1_i1	828	647.14	52	81.0373
TRINITY_DN1234_c0_g1_i1	1592	1411.14	91	65.0356
TRINITY_DN1271_c0_g1_i1	1513	1332.14	474	358.846
TRINITY_DN1273_c0_g1_i1	556	375.14	20	53.7671
TRINITY_DN1277_c0_g1_i1	1880	1699.14	233	138.295
TRINITY_DN1265_c0_g1_i1	1857	1676.14	121	72.8039
TRINITY_DN1251_c0_g1_i1	1527	1346.14	230	172.313
TRINITY_DN1279_c0_g1_i1	1821	1640.14	296	182.008
TRINITY_DN1276_c0_g1_i1	2028	1847.14	412	224.945
TRINITY_DN1210_c0_g1_i1	2554	2373.14	186	79.0441
TRINITY_DN1230_c0_g1_i1	1747	1566.14	125	80.4932
TRINITY_DN1290_c0_g1_i1	936	755.14	78	104.171
TRINITY_DN1217_c0_g1_i1	924	743.14	72	97.7106
TRINITY_DN1281_c0_g1_i1	923	742.14	118	160.353
TRINITY_DN1257_c0_g1_i1	2761	2580.14	180	70.3573
TRINITY_DN1295_c0_g1_i1	2562	2381.14	184	77.9314
TRINITY_DN1200_c0_g1_i1	4040	3859.14	567	148.174
TRINITY_DN1215_c0_g1_i1	1283	1102.14	81	74.1187
TRINITY_DN1283_c0_g1_i1	1301	1120.14	72	64.8246
TRINITY_DN1249_c0_g1_i1	6206	6025.14	849	142.109
TRINITY_DN1204_c0_g1_i1	2572	2391.14	850	358.504
TRINITY_DN1213_c0_g1_i1	1623	1442.14	77	53.8472
TRINITY_DN1219_c0_g1_i1	1557	1376.14	742	543.777
TRINITY_DN1242_c0_g1_i1	3605	3424.14	310	91.304
TRINITY_DN1238_c0_g1_i1	784	603.14	288	481.564
TRINITY_DN1216_c0_g1_i1	1163	982.14	83	85.2284
TRINITY_DN1220_c0_g1_i1	852	671.14	37	55.5992
TRINITY_DN1236_c0_g1_i1	6720	6539.14	939	144.819
TRINITY_DN1284_c0_g1_i1	1409	1228.14	83	68.1569
TRINITY_DN1250_c0_g1_i1	669	488.14	75	154.952
TRINITY_DN1203_c0_g1_i1	1725	1544.14	96	62.6995
TRINITY_DN1304_c0_g1_i1	607	426.14	163	385.758
TRINITY_DN1386_c0_g1_i1	1371	1190.14	802	679.604
TRINITY_DN1311_c0_g1_i1	2380	2199.14	458	210.035
TRINITY_DN1314_c0_g1_i1	839	658.14	91	139.445
TRINITY_DN1313_c0_g1_i1	1700	1519.14	288	191.194
TRINITY_DN1345_c0_g1_i1	1042	861.14	71	83.1504
TRINITY_DN1337_c0_g1_i1	4774	4593.14	762	167.311
TRINITY_DN1395_c0_g1_i1	1406	1225.14	534	439.577
TRINITY_DN1353_c0_g1_i1	1871	1690.14	342	204.072
TRINITY_DN1320_c0_g1_i1	3068	2887.14	2732	954.317
TRINITY_DN1322_c0_g1_i1	1411	1230.14	98	80.3436
TRINITY_DN1357_c0_g1_i1	1481	1300.14	125	96.9616
TRINITY_DN1310_c0_g1_i1	2599	2418.14	519	216.454
TRINITY_DN1389_c0_g1_i1	2599	2418.14	321	133.876
TRINITY_DN1396_c0_g1_i1	4305	4124.14	478	116.889
TRINITY_DN1356_c0_g1_i1	1491	1310.14	231	177.817
TRINITY_DN1340_c0_g1_i1	1655	1474.14	112	76.623
TRINITY_DN1344_c0_g1_i1	2454	2273.14	264	117.127
TRINITY_DN1338_c0_g1_i1	1626	1445.14	86	60.0162
TRINITY_DN1309_c0_g1_i1	2296	2115.14	279	133.029
TRINITY_DN1392_c0_g1_i1	1214	1033.14	70	68.3311
TRINITY_DN1370_c0_g1_i1	1282	1101.14	327	299.492
TRINITY_DN1380_c0_g1_i1	2789	2608.14	177	68.4419
TRINITY_DN1324_c0_g1_i1	3413	3232.14	373	116.385
TRINITY_DN1306_c0_g1_i1	2981	2800.14	652	234.827
TRINITY_DN1385_c0_g1_i1	2760	2579.14	177	69.2115
TRINITY_DN1346_c0_g1_i1	1530	1349.14	124	92.6925
TRINITY_DN1365_c0_g1_i1	858	677.14	54	80.4258
TRINITY_DN1399_c0_g1_i1	1656	1475.14	332	226.978
TRINITY_DN1347_c0_g1_i1	2614	2433.14	451	186.934
TRINITY_DN1359_c0_g1_i1	7516	7335.14	1685	231.671
TRINITY_DN1391_c0_g1_i1	2060	1879.14	346	185.694
TRINITY_DN1307_c0_g1_i1	1305	1124.14	213	191.09
TRINITY_DN1358_c0_g1_i1	4708	4527.14	764	170.196
TRINITY_DN1333_c0_g1_i1	2203	2022.14	198	98.7492
TRINITY_DN1349_c0_g1_i1	909	728.14	87	120.499
TRINITY_DN1381_c0_g1_i1	1576	1395.14	194	140.237
TRINITY_DN1355_c0_g1_i1	808	627.14	394	633.595
TRINITY_DN1336_c0_g1_i1	1649	1468.14	188	129.143
TRINITY_DN1331_c0_g1_i1	1060	879.14	53	60.7992
TRINITY_DN1362_c0_g1_i1	2753	2572.14	147	57.6372
TRINITY_DN1368_c0_g1_i1	680	499.14	36	72.7378
TRINITY_DN1387_c0_g1_i1	2150	1969.14	143	73.2385
TRINITY_DN1308_c0_g1_i1	1913	1732.14	214	124.598
TRINITY_DN1335_c0_g1_i1	3312	3131.14	539	173.607
TRINITY_DN1301_c0_g1_i1	2190	2009.14	377	189.239
TRINITY_DN1388_c0_g1_i1	1523	1342.14	80	60.1135
TRINITY_DN1384_c0_g1_i1	2767	2586.14	443	172.755
TRINITY_DN1367_c0_g1_i1	1056	875.14	101	116.392
TRINITY_DN1302_c0_g1_i1	2033	1852.14	482	262.454
TRINITY_DN1332_c0_g1_i1	1451	1270.14	152	120.69
TRINITY_DN1330_c0_g1_i1	3983	3802.14	1003	266.043
TRINITY_DN1326_c0_g1_i1	2217	2036.14	230	113.92
TRINITY_DN1373_c0_g1_i1	1987	1806.14	124	69.2389
TRINITY_DN1383_c0_g1_i1	1994	1813.14	206	114.582
TRINITY_DN1321_c0_g1_i1	2802	2621.14	2038	784.14
TRINITY_DN1375_c0_g1_i1	2297	2116.14	118	56.2364
TRINITY_DN1305_c0_g1_i1	1221	1040.14	67	64.9625
TRINITY_DN1397_c0_g1_i1	1746	1565.14	185	119.206
TRINITY_DN1327_c0_g1_i1	1234	1053.14	81	77.5673
TRINITY_DN1317_c0_g1_i1	2282	2101.14	2671	1282.03
TRINITY_DN1334_c0_g1_i1	1349	1168.14	307	265.047
TRINITY_DN1372_c0_g1_i1	1774	1593.14	196	124.074
TRINITY_DN1303_c0_g1_i1	622	441.14	94	214.897
TRINITY_DN1325_c0_g1_i1	901	720.14	48	67.2209
TRINITY_DN1364_c0_g1_i1	1170	989.14	534	544.457
TRINITY_DN1318_c0_g1_i1	841	660.14	63	96.2464
TRINITY_DN1300_c0_g1_i1	1385	1204.14	54	45.2269
TRINITY_DN1378_c0_g1_i1	2834	2653.14	151	57.398
TRINITY_DN1339_c0_g1_i1	739	558.14	25	45.1728
TRINITY_DN1319_c0_g1_i1	1366	1185.14	141	119.986
TRINITY_DN1354_c0_g1_i1	1265	1084.14	57	53.0236
TRINITY_DN1376_c0_g1_i1	3110	2929.14	132	45.4479
TRINITY_DN1377_c0_g1_i1	2629	2448.14	191	78.6823
TRINITY_DN1363_c0_g1_i1	1528	1347.14	248	185.66
TRINITY_DN1374_c0_g1_i1	1212	1031.14	149	145.73
TRINITY_DN1329_c0_g1_i1	736	555.14	233	423.285
TRINITY_DN1312_c0_g1_i1	1096	915.14	161	177.426
TRINITY_DN1341_c0_g1_i1	951	770.14	229	299.879
TRINITY_DN1382_c0_g1_i1	4102	3921.14	586	150.718
TRINITY_DN1323_c0_g1_i1	3242	3061.14	253	83.3522
TRINITY_DN1352_c0_g1_i1	5694	5513.14	701	128.233
TRINITY_DN1315_c0_g1_i1	1706	1525.14	279	184.491
TRINITY_DN1366_c0_g1_i1	1674	1493.14	77	52.008
TRINITY_DN1351_c0_g1_i1	1536	1355.14	129	96.0031
TRINITY_DN1350_c0_g1_i1	1566	1385.14	309	224.98
TRINITY_DN1369_c0_g1_i1	2465	2284.14	695	306.861
TRINITY_DN1390_c0_g1_i1	558	377.14	21	56.1561
TRINITY_DN1393_c0_g1_i1	1471	1290.14	101	78.9522
TRINITY_DN1361_c0_g1_i1	1120	939.14	39	41.8807
TRINITY_DN1394_c0_g1_i1	795	614.14	226	371.126
TRINITY_DN1360_c0_g1_i1	5545	5364.14	1147	215.647
TRINITY_DN1342_c0_g1_i1	2667	2486.14	165	66.9327
TRINITY_DN1379_c0_g1_i1	1564	1383.14	180	131.246
TRINITY_DN1371_c0_g1_i1	2828	2647.14	8251	3143.47
TRINITY_DN1316_c0_g1_i1	2342	2161.14	137	63.9319
TRINITY_DN1398_c0_g1_i1	1264	1083.14	207	192.737
TRINITY_DN1343_c0_g1_i1	2871	2690.14	283	106.094
TRINITY_DN1348_c0_g1_i1	1595	1414.14	311	221.793
TRINITY_DN1328_c0_g1_i1	2419	2238.14	291	131.125
TRINITY_DN1416_c0_g1_i1	1292	1111.14	159	144.314
TRINITY_DN1441_c0_g1_i1	1252	1071.14	89	83.7961
TRINITY_DN1448_c0_g1_i1	703	522.14	20	38.6298
TRINITY_DN1485_c0_g1_i1	583	402.14	27	67.7121
TRINITY_DN1454_c0_g1_i1	2161	1980.14	118	60.0988
TRINITY_DN1433_c0_g1_i1	1616	1435.14	513	360.498
TRINITY_DN1488_c0_g1_i1	2056	1875.14	117	62.9263
TRINITY_DN1494_c0_g1_i1	1749	1568.14	336	216.09
TRINITY_DN1467_c0_g1_i1	673	492.14	47	96.3139
TRINITY_DN1469_c0_g1_i1	1620	1439.14	954	668.537
TRINITY_DN1453_c0_g1_i1	1069	888.14	70	79.4871
TRINITY_DN1421_c0_g1_i1	2037	1856.14	270	146.701
TRINITY_DN1493_c0_g1_i1	1292	1111.14	283	256.861
TRINITY_DN1417_c0_g1_i1	545	364.14	50	138.478
TRINITY_DN1451_c0_g1_i1	1077	896.14	53	59.6458
TRINITY_DN1430_c0_g1_i1	895	714.14	32	45.1904
TRINITY_DN1405_c0_g1_i1	1039	858.14	241	283.23
TRINITY_DN1456_c0_g1_i1	2004	1823.14	843	466.324
TRINITY_DN1420_c0_g1_i1	1043	862.14	80	93.5819
TRINITY_DN1442_c0_g1_i1	966	785.14	58	74.5008
TRINITY_DN1431_c0_g1_i1	1547	1366.14	108	79.7275
TRINITY_DN1418_c0_g1_i1	2917	2736.14	725	267.226
TRINITY_DN1429_c0_g1_i1	1278	1097.14	90	82.7295
TRINITY_DN1412_c0_g1_i1	970	789.14	198	253.041
TRINITY_DN1435_c0_g1_i1	1518	1337.14	237	178.752
TRINITY_DN1490_c0_g1_i1	1170	989.14	105	107.056
TRINITY_DN1498_c0_g1_i1	1227	1046.14	201	193.77
TRINITY_DN1402_c0_g1_i1	1026	845.14	141	168.256
TRINITY_DN1465_c0_g1_i1	958	777.14	110	142.749
TRINITY_DN1436_c0_g1_i1	998	817.14	92	113.546
TRINITY_DN1462_c0_g1_i1	1088	907.14	56	62.2578
TRINITY_DN1450_c0_g1_i1	1990	1809.14	162	90.3073
TRINITY_DN1464_c0_g1_i1	552	371.14	94	255.429
TRINITY_DN1426_c0_g1_i1	1943	1762.14	85	48.6473
TRINITY_DN1411_c0_g1_i1	1860	1679.14	275	165.168
TRINITY_DN1460_c0_g1_i1	2034	1853.14	1140	620.407
TRINITY_DN1489_c0_g1_i1	1892	1711.14	185	109.035
TRINITY_DN1445_c0_g1_i1	2055	1874.14	140	75.3366
TRINITY_DN1477_c0_g1_i1	1189	1008.14	118	118.043
TRINITY_DN1476_c0_g1_i1	1480	1299.14	194	150.6
TRINITY_DN1472_c0_g1_i1	1437	1256.14	139	111.598
TRINITY_DN1409_c0_g1_i1	929	748.14	142	191.419
TRINITY_DN1457_c0_g1_i1	3849	3668.14	527	144.892
TRINITY_DN1408_c0_g1_i1	3057	2876.14	579	203.024
TRINITY_DN1471_c0_g1_i1	1409	1228.14	558	458.212
TRINITY_DN1449_c0_g1_i1	922	741.14	77	104.778
TRINITY_DN1452_c0_g1_i1	1940	1759.14	326	186.895
TRINITY_DN1434_c0_g1_i1	2944	2763.14	879	320.823
TRINITY_DN1401_c0_g1_i1	1928	1747.14	94	54.26
TRINITY_DN1423_c0_g1_i1	1444	1263.14	70	55.889
TRINITY_DN1486_c0_g1_i1	2014	1833.14	174	95.7268
TRINITY_DN1447_c0_g1_i1	1957	1776.14	674	382.704
TRINITY_DN1468_c0_g1_i1	1277	1096.14	72	66.244
TRINITY_DN1432_c0_g1_i1	1269	1088.14	74	68.5846
TRINITY_DN1497_c0_g1_i1	3518	3337.14	269	81.2938
TRINITY_DN1483_c0_g1_i1	1357	1176.14	370	317.265
TRINITY_DN1446_c0_g1_i1	5313	5132.14	827	162.513
TRINITY_DN1413_c0_g1_i1	997	816.14	156	192.77
TRINITY_DN1406_c0_g1_i1	1376	1195.14	103	86.9157
TRINITY_DN1419_c0_g1_i1	1477	1296.14	155	120.603
TRINITY_DN1459_c0_g1_i1	1301	1120.14	257	231.388
TRINITY_DN1428_c0_g1_i1	1863	1682.14	127	76.1415
TRINITY_DN1440_c0_g1_i1	908	727.14	55	76.2824
TRINITY_DN1470_c0_g1_i1	1276	1095.14	55	50.6492
TRINITY_DN1473_c0_g1_i1	1691	1510.14	77	51.4225
TRINITY_DN1403_c0_g1_i1	1574	1393.14	315	228.032
TRINITY_DN1491_c0_g1_i1	3317	3136.14	275	88.4335
TRINITY_DN1480_c0_g1_i1	1391	1210.14	192	160.009
TRINITY_DN1478_c0_g1_i1	2490	2309.14	193	84.2921
TRINITY_DN1474_c0_g1_i1	1162	981.14	289	297.062
TRINITY_DN1407_c0_g1_i1	2329	2148.14	143	67.1357
TRINITY_DN1425_c0_g1_i1	1144	963.14	54	56.5437
TRINITY_DN1458_c0_g1_i1	1034	853.14	953	1126.56
TRINITY_DN1466_c0_g1_i1	1055	874.14	76	87.6824
TRINITY_DN1415_c0_g1_i1	2300	2119.14	303	144.199
TRINITY_DN1487_c0_g1_i1	1468	1287.14	552	432.507
TRINITY_DN1444_c0_g1_i1	3075	2894.14	207	72.1324
TRINITY_DN1427_c0_g1_i1	1372	1191.14	77	65.194
TRINITY_DN1484_c0_g1_i1	3373	3192.14	327	103.311
TRINITY_DN1482_c0_g1_i1	957	776.14	38	49.3768
TRINITY_DN1439_c0_g1_i1	1650	1469.14	163	111.893
TRINITY_DN1479_c0_g1_i1	2166	1985.14	144	73.1562
TRINITY_DN1422_c0_g1_i1	1168	987.14	193	197.178
TRINITY_DN1410_c0_g1_i1	683	502.14	68	136.573
TRINITY_DN1495_c0_g1_i1	1521	1340.14	228	171.579
TRINITY_DN1437_c0_g1_i1	1124	943.14	44	47.0496
TRINITY_DN1438_c0_g1_i1	1688	1507.14	153	102.381
TRINITY_DN1481_c0_g1_i1	587	406.14	45	111.742
TRINITY_DN1463_c0_g1_i1	2158	1977.14	103	52.5387
TRINITY_DN1414_c0_g1_i1	694	513.14	78	153.299
TRINITY_DN1492_c0_g1_i1	764	583.14	132	228.287
TRINITY_DN1400_c0_g1_i1	2155	1974.14	2711	1384.94
TRINITY_DN1475_c0_g1_i1	746	565.14	33	58.8895
TRINITY_DN1461_c0_g1_i1	921	740.14	145	197.576
TRINITY_DN1404_c0_g1_i1	1727	1546.14	168	109.582
TRINITY_DN1499_c0_g1_i1	1305	1124.14	70	62.7997
TRINITY_DN1455_c0_g1_i1	735	554.14	45	81.8979
TRINITY_DN1424_c0_g1_i1	947	766.14	47	61.8685
TRINITY_DN1443_c0_g1_i1	742	561.14	54	97.0515
TRINITY_DN1496_c0_g1_i1	1276	1095.14	53	48.8074
TRINITY_DN1575_c0_g1_i1	1640	1459.14	437	302.04
TRINITY_DN1546_c0_g1_i1	860	679.14	71	105.434
TRINITY_DN1512_c0_g1_i1	2707	2526.14	420	167.676
TRINITY_DN1578_c0_g1_i1	1200	1019.14	80	79.1655
TRINITY_DN1530_c0_g1_i1	566	385.14	32	83.7937
TRINITY_DN1586_c0_g1_i1	673	492.14	38	77.8708
TRINITY_DN1545_c0_g1_i1	1135	954.14	59	62.362
TRINITY_DN1521_c0_g1_i1	2376	2195.14	258	118.532
TRINITY_DN1598_c0_g1_i1	1201	1020.14	49	48.4413
TRINITY_DN1591_c0_g1_i1	1036	855.14	92	108.5
TRINITY_DN1555_c0_g1_i1	2073	1892.14	233	124.189
TRINITY_DN1563_c0_g1_i1	2393	2212.14	168	76.5908
TRINITY_DN1519_c0_g1_i1	1331	1150.14	62	54.3652
TRINITY_DN1547_c0_g1_i1	3321	3140.14	603	193.664
TRINITY_DN1507_c0_g1_i1	2414	2233.14	226	102.064
TRINITY_DN1522_c0_g1_i1	561	380.14	87	230.811
TRINITY_DN1592_c0_g1_i1	1979	1798.14	374	209.763
TRINITY_DN1596_c0_g1_i1	591	410.14	23	56.5556
TRINITY_DN1516_c0_g1_i1	602	421.14	21	50.289
TRINITY_DN1576_c0_g1_i1	1451	1270.14	101	80.1954
TRINITY_DN1581_c0_g1_i1	933	752.14	653	875.577
TRINITY_DN1572_c0_g1_i1	1454	1273.14	105	83.175
TRINITY_DN1565_c0_g1_i1	2539	2358.14	362	154.817
TRINITY_DN1583_c0_g1_i1	796	615.14	49	80.3345
TRINITY_DN1537_c0_g1_i1	1480	1299.14	220	170.784
