name,tpm_kallisto,count_kallisto,tpm_rsem,count_rsem
TRINITY_DN1154_c0_g1_i1,71.2668,34.0,69.0,26.0
TRINITY_DN1171_c0_g1_i1,126.904,54.0,127.83,43.0
TRINITY_DN1153_c0_g1_i1,105.823,104.0,103.41,80.0
TRINITY_DN1176_c0_g1_i1,299.94,177.0,317.93,148.0
TRINITY_DN1113_c0_g1_i1,237.479,110.0,221.35,81.0
TRINITY_DN1199_c0_g1_i1,87.9511,221.0,84.1,166.0
TRINITY_DN1177_c0_g1_i1,140.394,88.0,141.61,70.0
TRINITY_DN1109_c0_g1_i1,84.4903,155.0,81.84,118.0
TRINITY_DN1122_c0_g1_i1,172.364,234.0,164.85,176.0
TRINITY_DN1198_c0_g1_i1,344.816,264.0,341.5,206.0
TRINITY_DN1110_c0_g1_i1,69.6212,60.0,78.09,53.0
TRINITY_DN1186_c0_g1_i1,102.981,38.0,89.03,26.0
TRINITY_DN1111_c0_g1_i1,71.1517,64.0,66.36,47.0
TRINITY_DN1129_c0_g1_i1,43.4527,15.0,47.56,13.0
TRINITY_DN1105_c0_g1_i1,190.469,109.0,188.26,85.0
TRINITY_DN1149_c0_g1_i1,186.425,76.0,186.12,60.0
TRINITY_DN1159_c0_g1_i1,87.3271,44.0,87.98,35.0
TRINITY_DN1140_c0_g1_i1,88.765,64.0,77.44,44.0
TRINITY_DN1162_c0_g1_i1,76.4789,65.0,68.72,46.0
TRINITY_DN1121_c0_g1_i1,44.574,29.0,40.94,21.0
TRINITY_DN1152_c0_g1_i1,59.9589,27.0,67.45,24.0
TRINITY_DN1189_c0_g1_i1,141.30100000000004,52.0,147.64,43.0
TRINITY_DN1146_c0_g1_i1,286.893,140.0,280.24,108.0
TRINITY_DN1135_c0_g1_i1,73.5,82.0,68.35,60.0
TRINITY_DN1184_c0_g1_i1,391.991,208.0,396.33,166.0
TRINITY_DN1127_c0_g1_i1,56.2043,33.0,56.13,26.0
TRINITY_DN1104_c0_g1_i1,49.025,23.0,51.27,19.0
TRINITY_DN1125_c0_g1_i1,123.57,69.0,124.82,55.0
TRINITY_DN1119_c0_g1_i1,63.5065,49.0,59.22,36.0
TRINITY_DN1169_c0_g1_i1,70.5338,34.0,63.04,24.0
TRINITY_DN1181_c0_g1_i1,132.60399999999998,63.0,122.58,46.0
TRINITY_DN1187_c0_g1_i1,36.0053,14.0,32.51,10.0
TRINITY_DN1151_c0_g1_i1,97.2328,38.0,80.87,25.0
TRINITY_DN1131_c0_g1_i1,650.798,315.0,630.43,241.0
TRINITY_DN1144_c0_g1_i1,82.2715,47.0,82.09,37.0
TRINITY_DN1106_c0_g1_i1,50.6211,37.0,53.82,31.0
TRINITY_DN1163_c0_g1_i1,95.2572,36.0,100.32,30.0
TRINITY_DN1165_c0_g1_i1,80.8948,26.0,82.45,21.0
TRINITY_DN1114_c0_g1_i1,427.366,345.0,426.18,271.0
TRINITY_DN1124_c0_g1_i1,75.8078,40.0,81.63,34.0
TRINITY_DN1188_c0_g1_i1,96.3237,62.0,88.67,45.0
TRINITY_DN1116_c0_g1_i1,107.22,57.0,102.47,43.0
TRINITY_DN1143_c0_g1_i1,93.5239,64.0,85.28,46.0
TRINITY_DN1123_c0_g1_i1,100.16,60.0,101.58,48.0
TRINITY_DN1157_c0_g1_i1,158.194,107.0,150.04,80.0
TRINITY_DN1118_c0_g1_i1,66.4983,37.0,68.33,30.0
TRINITY_DN1148_c0_g1_i1,636.882,319.0,606.82,240.0
TRINITY_DN1130_c0_g1_i1,109.479,62.0,111.9,50.0
TRINITY_DN1158_c0_g1_i1,44.0461,18.0,49.51,16.0
TRINITY_DN1192_c0_g1_i1,115.834,313.0,113.54,241.0
TRINITY_DN1155_c0_g1_i1,93.162,45.0,89.12,34.0
TRINITY_DN1178_c0_g1_i1,157.643,101.0,146.48,74.0
TRINITY_DN1142_c0_g1_i1,67.0606,81.0,64.2,61.0
TRINITY_DN1112_c0_g1_i1,65.10600000000001,37.0,66.9,30.0
TRINITY_DN1102_c0_g1_i1,167.497,244.0,163.26,187.0
TRINITY_DN1183_c0_g1_i1,172.707,105.0,171.0,82.0
TRINITY_DN1164_c0_g1_i1,80.7837,54.0,77.8,41.0
TRINITY_DN1137_c0_g1_i1,65.4569,47.0,63.62,36.0
TRINITY_DN1175_c0_g1_i1,244.24400000000003,156.0,224.37,113.0
TRINITY_DN1126_c0_g1_i1,62.5814,62.0,66.68,52.0
TRINITY_DN1139_c0_g1_i1,68.7167,49.0,69.4,39.0
TRINITY_DN1117_c0_g1_i1,111.44,43.0,111.38,34.0
TRINITY_DN1195_c0_g1_i1,193.74400000000003,361.0,202.13,296.0
TRINITY_DN1174_c0_g1_i1,135.214,57.0,144.03,48.0
TRINITY_DN1197_c0_g1_i1,60.4228,116.0,54.35,82.0
TRINITY_DN1180_c0_g1_i1,267.943,118.0,258.59,90.0
TRINITY_DN1128_c0_g1_i1,62.007,27.0,69.74,24.0
TRINITY_DN1120_c0_g1_i1,206.36,238.0,201.68,183.0
TRINITY_DN1172_c0_g1_i1,49.3865,55.0,45.65,40.0
TRINITY_DN1103_c0_g1_i1,397.234,171.0,423.2,144.0
TRINITY_DN1141_c0_g1_i1,68.4868,25.0,65.76,19.0
TRINITY_DN1166_c0_g1_i1,127.154,100.0,129.13,80.0
TRINITY_DN1278_c0_g1_i1,40.5415,15.0,44.4,13.0
TRINITY_DN1269_c0_g1_i1,184.315,242.0,185.93,192.0
TRINITY_DN1268_c0_g1_i1,149.505,141.0,152.2,113.0
TRINITY_DN1239_c0_g1_i1,102.575,136.0,102.61,107.0
TRINITY_DN1222_c0_g1_i1,77.4047,177.0,73.47,132.0
TRINITY_DN1272_c0_g1_i1,134.649,333.0,139.49,271.0
TRINITY_DN1209_c0_g1_i1,53.7158,106.0,54.81,85.0
TRINITY_DN1240_c0_g1_i1,101.294,111.0,100.9,87.0
TRINITY_DN1201_c0_g1_i1,75.3596,199.0,78.58,163.0
TRINITY_DN1202_c0_g1_i1,89.4414,298.0,93.64,245.0
TRINITY_DN1235_c0_g1_i1,788.085,2303.0,768.11,1763.0
TRINITY_DN1205_c0_g1_i1,270.831,271.0,262.83,207.0
TRINITY_DN1286_c0_g1_i1,85.3379,120.0,87.72,97.0
TRINITY_DN1292_c0_g1_i1,218.71,496.0,220.56,393.0
TRINITY_DN1289_c0_g1_i1,69.3263,77.0,69.8,61.0
TRINITY_DN1252_c0_g1_i1,166.829,313.0,168.87,249.0
TRINITY_DN1247_c0_g1_i1,169.71200000000005,154.0,172.16,123.0
TRINITY_DN1261_c0_g1_i1,53.7391,68.0,51.24,51.0
TRINITY_DN1231_c0_g1_i1,68.0509,238.0,67.72,186.0
TRINITY_DN1264_c0_g1_i1,268.857,586.0,269.19,461.0
TRINITY_DN1274_c0_g1_i1,111.321,305.0,118.49,255.0
TRINITY_DN1225_c0_g1_i1,165.38,511.0,166.07,403.0
TRINITY_DN1221_c0_g1_i1,663.1510000000002,536.0,681.68,434.0
TRINITY_DN1228_c0_g1_i1,191.035,373.0,194.86,299.0
TRINITY_DN1296_c0_g1_i1,90.0682,92.0,84.59,68.0
TRINITY_DN1214_c0_g1_i1,113.846,98.0,118.01,80.0
TRINITY_DN1291_c0_g1_i1,121.623,134.0,124.58,108.0
TRINITY_DN1229_c0_g1_i1,54.669,45.0,55.53,36.0
TRINITY_DN1262_c0_g1_i1,90.3017,90.0,91.78,72.0
TRINITY_DN1241_c0_g1_i1,60.611,188.0,64.04,156.0
TRINITY_DN1275_c0_g1_i1,274.838,644.0,270.52,498.0
TRINITY_DN1287_c0_g1_i1,77.9092,124.0,75.13,94.0
TRINITY_DN1256_c0_g1_i1,77.3652,144.0,82.72,121.0
TRINITY_DN1282_c0_g1_i1,62.3007,54.0,57.14,39.0
TRINITY_DN1254_c0_g1_i1,74.6705,186.0,76.65,150.0
TRINITY_DN1207_c0_g1_i1,564.134,249.0,576.22,201.0
TRINITY_DN1206_c0_g1_i1,222.062,737.0,219.07,571.0
TRINITY_DN1227_c0_g1_i1,41.9636,65.0,41.88,51.0
TRINITY_DN1298_c0_g1_i1,71.78699999999998,44.0,76.54,37.0
TRINITY_DN1263_c0_g1_i1,80.9787,247.0,80.15,192.0
TRINITY_DN1218_c0_g1_i1,73.3204,81.0,78.23,68.0
TRINITY_DN1211_c0_g1_i1,157.149,65.0,149.83,49.0
TRINITY_DN1267_c0_g1_i1,80.8807,222.0,79.31,171.0
TRINITY_DN1294_c0_g1_i1,127.319,125.0,129.4,100.0
TRINITY_DN1293_c0_g1_i1,501.471,1454.0,504.97,1150.0
TRINITY_DN1280_c0_g1_i1,128.916,276.0,131.97,222.0
TRINITY_DN1260_c0_g1_i1,171.503,141.0,180.68,117.0
TRINITY_DN1237_c0_g1_i1,478.18,689.0,461.61,523.0
TRINITY_DN1270_c0_g1_i1,97.0962,215.0,94.84,165.0
TRINITY_DN1224_c0_g1_i1,99.3659,108.0,106.4,91.0
TRINITY_DN1243_c0_g1_i1,655.7410000000001,807.0,643.55,623.0
TRINITY_DN1266_c0_g1_i1,169.77599999999995,349.0,172.72,279.0
TRINITY_DN1245_c0_g1_i1,178.128,174.0,191.18,147.0
TRINITY_DN1299_c0_g1_i1,105.011,88.0,109.09,72.0
TRINITY_DN1212_c0_g1_i1,95.5361,38.0,104.9,33.0
TRINITY_DN1253_c0_g1_i1,105.806,273.0,102.13,207.0
TRINITY_DN1208_c0_g1_i1,99.0636,95.0,107.3,81.0
TRINITY_DN1297_c0_g1_i1,170.687,239.0,176.19,194.0
TRINITY_DN1226_c0_g1_i1,82.7198,32.0,81.69,25.0
TRINITY_DN1258_c0_g1_i1,170.63,356.0,165.91,272.0
TRINITY_DN1288_c0_g1_i1,89.5245,174.0,88.38,135.0
TRINITY_DN1223_c0_g1_i1,81.3618,56.0,71.88,39.0
TRINITY_DN1255_c0_g1_i1,60.5246,50.0,61.48,40.0
TRINITY_DN1248_c0_g1_i1,172.358,73.0,182.19,61.0
TRINITY_DN1246_c0_g1_i1,53.977,104.0,56.8,86.0
TRINITY_DN1233_c0_g1_i1,425.923,381.0,435.86,307.0
TRINITY_DN1285_c0_g1_i1,163.553,464.0,163.35,364.0
TRINITY_DN1232_c0_g1_i1,56.6887,171.0,59.94,142.0
TRINITY_DN1259_c0_g1_i1,114.114,258.0,119.35,212.0
TRINITY_DN1244_c0_g1_i1,81.0373,52.0,86.96,44.0
TRINITY_DN1234_c0_g1_i1,65.0356,91.0,70.89,78.0
TRINITY_DN1271_c0_g1_i1,358.846,474.0,356.16,370.0
TRINITY_DN1273_c0_g1_i1,53.7671,20.0,47.56,14.0
TRINITY_DN1277_c0_g1_i1,138.295,233.0,143.46,190.0
TRINITY_DN1265_c0_g1_i1,72.8039,121.0,70.42,92.0
TRINITY_DN1251_c0_g1_i1,172.313,230.0,179.09,188.0
TRINITY_DN1279_c0_g1_i1,182.008,296.0,178.34,228.0
TRINITY_DN1276_c0_g1_i1,224.945,412.0,223.69,322.0
TRINITY_DN1210_c0_g1_i1,79.0441,186.0,81.68,151.0
TRINITY_DN1230_c0_g1_i1,80.4932,125.0,77.81,95.0
TRINITY_DN1290_c0_g1_i1,104.171,78.0,110.17,65.0
TRINITY_DN1217_c0_g1_i1,97.7106,72.0,105.05,61.0
TRINITY_DN1281_c0_g1_i1,160.35299999999995,118.0,153.48,89.0
TRINITY_DN1257_c0_g1_i1,70.3573,180.0,72.65,146.0
TRINITY_DN1295_c0_g1_i1,77.9314,184.0,77.09,143.0
TRINITY_DN1200_c0_g1_i1,148.174,567.0,145.44,437.0
TRINITY_DN1215_c0_g1_i1,74.1187,81.0,65.12,56.0
TRINITY_DN1283_c0_g1_i1,64.8246,72.0,66.37,58.0
TRINITY_DN1249_c0_g1_i1,142.109,849.0,139.67,655.0
TRINITY_DN1204_c0_g1_i1,358.504,850.0,345.73,644.0
TRINITY_DN1213_c0_g1_i1,53.8472,77.0,51.58,58.0
TRINITY_DN1219_c0_g1_i1,543.7769999999998,742.0,555.4,596.0
TRINITY_DN1242_c0_g1_i1,91.304,310.0,93.01,248.0
TRINITY_DN1238_c0_g1_i1,481.564,288.0,487.56,230.0
TRINITY_DN1216_c0_g1_i1,85.2284,83.0,78.27,60.0
TRINITY_DN1220_c0_g1_i1,55.5992,37.0,57.18,30.0
TRINITY_DN1236_c0_g1_i1,144.819,939.0,140.48,715.0
TRINITY_DN1284_c0_g1_i1,68.1569,83.0,62.63,60.0
TRINITY_DN1250_c0_g1_i1,154.952,75.0,154.34,59.0
TRINITY_DN1203_c0_g1_i1,62.6995,96.0,58.98,71.0
TRINITY_DN1304_c0_g1_i1,385.758,163.0,368.21,123.0
TRINITY_DN1386_c0_g1_i1,679.6039999999998,802.0,681.82,633.0
TRINITY_DN1311_c0_g1_i1,210.035,458.0,213.62,366.0
TRINITY_DN1314_c0_g1_i1,139.445,91.0,136.05,70.0
TRINITY_DN1313_c0_g1_i1,191.194,288.0,206.02,244.0
TRINITY_DN1345_c0_g1_i1,83.1504,71.0,77.33,52.0
TRINITY_DN1337_c0_g1_i1,167.31099999999995,762.0,169.75,607.0
TRINITY_DN1395_c0_g1_i1,439.577,534.0,464.62,444.0
TRINITY_DN1353_c0_g1_i1,204.072,342.0,204.2,269.0
TRINITY_DN1320_c0_g1_i1,954.317,2732.0,963.28,2166.0
TRINITY_DN1322_c0_g1_i1,80.3436,98.0,82.33,79.0
TRINITY_DN1357_c0_g1_i1,96.9616,125.0,95.66,97.0
TRINITY_DN1310_c0_g1_i1,216.454,519.0,219.78,414.0
TRINITY_DN1389_c0_g1_i1,133.876,321.0,135.9,256.0
TRINITY_DN1396_c0_g1_i1,116.889,478.0,114.3,367.0
TRINITY_DN1356_c0_g1_i1,177.817,231.0,167.36,171.0
TRINITY_DN1340_c0_g1_i1,76.623,112.0,74.83,86.0
TRINITY_DN1344_c0_g1_i1,117.127,264.0,129.31,229.0
TRINITY_DN1338_c0_g1_i1,60.0162,86.0,60.35,68.0
TRINITY_DN1309_c0_g1_i1,133.029,279.0,139.56,230.0
TRINITY_DN1392_c0_g1_i1,68.3311,70.0,64.5,52.0
TRINITY_DN1370_c0_g1_i1,299.492,327.0,288.65,248.0
TRINITY_DN1380_c0_g1_i1,68.4419,177.0,69.9,142.0
TRINITY_DN1324_c0_g1_i1,116.385,373.0,114.03,287.0
TRINITY_DN1306_c0_g1_i1,234.827,652.0,229.72,501.0
TRINITY_DN1385_c0_g1_i1,69.2115,177.0,69.19,139.0
TRINITY_DN1346_c0_g1_i1,92.6925,124.0,93.15,98.0
TRINITY_DN1365_c0_g1_i1,80.4258,54.0,77.46,41.0
TRINITY_DN1399_c0_g1_i1,226.978,332.0,224.33,258.0
TRINITY_DN1347_c0_g1_i1,186.93400000000003,451.0,195.74,371.0
TRINITY_DN1359_c0_g1_i1,231.671,1685.0,233.15,1331.0
TRINITY_DN1391_c0_g1_i1,185.694,346.0,195.98,287.0
TRINITY_DN1307_c0_g1_i1,191.09,213.0,183.57,161.0
TRINITY_DN1358_c0_g1_i1,170.196,764.0,167.97,592.0
TRINITY_DN1333_c0_g1_i1,98.7492,198.0,102.81,162.0
TRINITY_DN1349_c0_g1_i1,120.499,87.0,116.0,66.0
TRINITY_DN1381_c0_g1_i1,140.237,194.0,136.96,149.0
TRINITY_DN1355_c0_g1_i1,633.595,394.0,626.0,307.0
TRINITY_DN1336_c0_g1_i1,129.143,188.0,125.8,144.0
TRINITY_DN1331_c0_g1_i1,60.7992,53.0,62.64,43.0
TRINITY_DN1362_c0_g1_i1,57.6372,147.0,54.4,109.0
TRINITY_DN1368_c0_g1_i1,72.7378,36.0,79.32,31.0
TRINITY_DN1387_c0_g1_i1,73.2385,143.0,72.34,111.0
TRINITY_DN1308_c0_g1_i1,124.598,214.0,129.63,175.0
TRINITY_DN1335_c0_g1_i1,173.607,539.0,171.83,419.0
TRINITY_DN1301_c0_g1_i1,189.239,377.0,200.57,314.0
TRINITY_DN1388_c0_g1_i1,60.1135,80.0,59.24,62.0
TRINITY_DN1384_c0_g1_i1,172.755,443.0,174.74,352.0
TRINITY_DN1367_c0_g1_i1,116.392,101.0,114.14,78.0
TRINITY_DN1302_c0_g1_i1,262.454,482.0,274.35,396.0
TRINITY_DN1332_c0_g1_i1,120.69,152.0,129.21,128.0
TRINITY_DN1330_c0_g1_i1,266.043,1003.0,267.87,793.0
TRINITY_DN1326_c0_g1_i1,113.92,230.0,114.72,182.0
TRINITY_DN1373_c0_g1_i1,69.2389,124.0,64.65,91.0
TRINITY_DN1383_c0_g1_i1,114.582,206.0,115.35,163.0
TRINITY_DN1321_c0_g1_i1,784.14,2038.0,803.77,1641.0
TRINITY_DN1375_c0_g1_i1,56.2364,118.0,52.77,87.0
TRINITY_DN1305_c0_g1_i1,64.9625,67.0,67.76,55.0
TRINITY_DN1397_c0_g1_i1,119.206,185.0,122.12,149.0
TRINITY_DN1327_c0_g1_i1,77.5673,81.0,69.36,57.0
TRINITY_DN1317_c0_g1_i1,1282.03,2671.0,1262.6,2067.0
TRINITY_DN1334_c0_g1_i1,265.047,307.0,252.39,230.0
TRINITY_DN1372_c0_g1_i1,124.074,196.0,117.56,146.0
TRINITY_DN1303_c0_g1_i1,214.897,94.0,222.73,77.0
TRINITY_DN1325_c0_g1_i1,67.2209,48.0,60.42,34.0
TRINITY_DN1364_c0_g1_i1,544.457,534.0,563.45,435.0
TRINITY_DN1318_c0_g1_i1,96.2464,63.0,91.07,47.0
TRINITY_DN1300_c0_g1_i1,45.2269,54.0,44.71,42.0
TRINITY_DN1378_c0_g1_i1,57.398,151.0,60.0,124.0
TRINITY_DN1339_c0_g1_i1,45.1728,25.0,52.66,23.0
TRINITY_DN1319_c0_g1_i1,119.986,141.0,112.49,104.0
TRINITY_DN1354_c0_g1_i1,53.0236,57.0,50.83,43.0
TRINITY_DN1376_c0_g1_i1,45.4479,132.0,44.27,101.0
TRINITY_DN1377_c0_g1_i1,78.6823,191.0,75.51,144.0
TRINITY_DN1363_c0_g1_i1,185.66,248.0,175.15,184.0
TRINITY_DN1374_c0_g1_i1,145.73,149.0,141.67,114.0
TRINITY_DN1329_c0_g1_i1,423.285,233.0,451.2,196.0
TRINITY_DN1312_c0_g1_i1,177.426,161.0,179.16,128.0
TRINITY_DN1341_c0_g1_i1,299.879,229.0,305.82,184.0
TRINITY_DN1382_c0_g1_i1,150.718,586.0,150.35,459.0
TRINITY_DN1323_c0_g1_i1,83.3522,253.0,80.96,193.0
TRINITY_DN1352_c0_g1_i1,128.233,701.0,122.8,527.0
TRINITY_DN1315_c0_g1_i1,184.491,279.0,183.35,218.0
TRINITY_DN1366_c0_g1_i1,52.008,77.0,53.26,62.0
TRINITY_DN1351_c0_g1_i1,96.0031,129.0,94.63,100.0
TRINITY_DN1350_c0_g1_i1,224.98,309.0,238.87,258.0
TRINITY_DN1369_c0_g1_i1,306.861,695.0,312.45,556.0
TRINITY_DN1390_c0_g1_i1,56.1561,21.0,64.21,19.0
TRINITY_DN1393_c0_g1_i1,78.9522,101.0,86.46,87.0
TRINITY_DN1361_c0_g1_i1,41.8807,39.0,42.28,31.0
TRINITY_DN1394_c0_g1_i1,371.126,226.0,364.36,175.0
TRINITY_DN1360_c0_g1_i1,215.647,1147.0,211.95,885.0
TRINITY_DN1342_c0_g1_i1,66.9327,165.0,67.64,131.0
TRINITY_DN1379_c0_g1_i1,131.246,180.0,131.66,142.0
TRINITY_DN1371_c0_g1_i1,3143.47,8251.0,3128.73,6451.0
TRINITY_DN1316_c0_g1_i1,63.9319,137.0,59.98,101.0
TRINITY_DN1398_c0_g1_i1,192.737,207.0,201.15,170.0
TRINITY_DN1343_c0_g1_i1,106.094,283.0,103.56,217.0
TRINITY_DN1348_c0_g1_i1,221.793,311.0,224.0,247.0
TRINITY_DN1328_c0_g1_i1,131.125,291.0,136.49,238.0
TRINITY_DN1416_c0_g1_i1,144.314,159.0,140.73,122.0
TRINITY_DN1441_c0_g1_i1,83.7961,89.0,86.14,72.0
TRINITY_DN1448_c0_g1_i1,38.6298,20.0,39.15,16.0
TRINITY_DN1485_c0_g1_i1,67.7121,27.0,50.73,16.0
TRINITY_DN1454_c0_g1_i1,60.0988,118.0,61.57,95.0
TRINITY_DN1433_c0_g1_i1,360.4980000000001,513.0,362.83,406.0
TRINITY_DN1488_c0_g1_i1,62.9263,117.0,62.96,92.0
TRINITY_DN1494_c0_g1_i1,216.09,336.0,211.05,258.0
TRINITY_DN1467_c0_g1_i1,96.3139,47.0,88.22,34.0
TRINITY_DN1469_c0_g1_i1,668.5369999999998,954.0,666.61,748.0
TRINITY_DN1453_c0_g1_i1,79.4871,70.0,79.31,55.0
TRINITY_DN1421_c0_g1_i1,146.701,270.0,145.18,210.0
TRINITY_DN1493_c0_g1_i1,256.861,283.0,250.31,217.0
TRINITY_DN1417_c0_g1_i1,138.47799999999998,50.0,143.45,41.0
TRINITY_DN1451_c0_g1_i1,59.6458,53.0,60.03,42.0
TRINITY_DN1430_c0_g1_i1,45.1904,32.0,37.63,21.0
TRINITY_DN1405_c0_g1_i1,283.23,241.0,277.56,186.0
TRINITY_DN1456_c0_g1_i1,466.324,843.0,488.45,694.0
TRINITY_DN1420_c0_g1_i1,93.5819,80.0,101.01,68.0
TRINITY_DN1442_c0_g1_i1,74.5008,58.0,65.22,40.0
TRINITY_DN1431_c0_g1_i1,79.7275,108.0,81.67,87.0
TRINITY_DN1418_c0_g1_i1,267.226,725.0,275.44,587.0
TRINITY_DN1429_c0_g1_i1,82.7295,90.0,79.43,68.0
TRINITY_DN1412_c0_g1_i1,253.041,198.0,279.02,172.0
TRINITY_DN1435_c0_g1_i1,178.752,237.0,170.7,178.0
TRINITY_DN1490_c0_g1_i1,107.056,105.0,108.8,84.0
TRINITY_DN1498_c0_g1_i1,193.77,201.0,193.54,158.0
TRINITY_DN1402_c0_g1_i1,168.25599999999997,141.0,172.73,114.0
TRINITY_DN1465_c0_g1_i1,142.749,110.0,156.48,95.0
TRINITY_DN1436_c0_g1_i1,113.546,92.0,119.08,76.0
TRINITY_DN1462_c0_g1_i1,62.2578,56.0,60.71,43.0
TRINITY_DN1450_c0_g1_i1,90.3073,162.0,93.62,132.0
TRINITY_DN1464_c0_g1_i1,255.429,94.0,233.47,68.0
TRINITY_DN1426_c0_g1_i1,48.6473,85.0,50.97,70.0
TRINITY_DN1411_c0_g1_i1,165.168,275.0,174.97,229.0
TRINITY_DN1460_c0_g1_i1,620.4069999999998,1140.0,601.73,869.0
TRINITY_DN1489_c0_g1_i1,109.035,185.0,111.72,149.0
TRINITY_DN1445_c0_g1_i1,75.3366,140.0,77.37,113.0
TRINITY_DN1477_c0_g1_i1,118.043,118.0,118.2,93.0
TRINITY_DN1476_c0_g1_i1,150.6,194.0,149.03,151.0
TRINITY_DN1472_c0_g1_i1,111.598,139.0,113.3,111.0
TRINITY_DN1409_c0_g1_i1,191.419,142.0,196.73,115.0
TRINITY_DN1457_c0_g1_i1,144.892,527.0,148.8,425.0
TRINITY_DN1408_c0_g1_i1,203.024,579.0,206.25,462.0
TRINITY_DN1471_c0_g1_i1,458.212,558.0,445.74,427.0
TRINITY_DN1449_c0_g1_i1,104.778,77.0,96.7,56.0
TRINITY_DN1452_c0_g1_i1,186.895,326.0,194.01,266.0
TRINITY_DN1434_c0_g1_i1,320.823,879.0,327.59,705.0
TRINITY_DN1401_c0_g1_i1,54.26,94.0,53.61,73.0
TRINITY_DN1423_c0_g1_i1,55.889,70.0,53.8,53.0
TRINITY_DN1486_c0_g1_i1,95.7268,174.0,93.8,134.0
TRINITY_DN1447_c0_g1_i1,382.704,674.0,390.82,541.0
TRINITY_DN1468_c0_g1_i1,66.244,72.0,64.31,55.0
TRINITY_DN1432_c0_g1_i1,68.5846,74.0,61.25,52.0
TRINITY_DN1497_c0_g1_i1,81.2938,269.0,83.51,217.0
TRINITY_DN1483_c0_g1_i1,317.265,370.0,306.27,281.0
TRINITY_DN1446_c0_g1_i1,162.513,827.0,161.2,644.0
TRINITY_DN1413_c0_g1_i1,192.77,156.0,202.37,129.0
TRINITY_DN1406_c0_g1_i1,86.9157,103.0,83.67,78.0
TRINITY_DN1419_c0_g1_i1,120.603,155.0,119.7,121.0
TRINITY_DN1459_c0_g1_i1,231.388,257.0,233.43,204.0
TRINITY_DN1428_c0_g1_i1,76.1415,127.0,75.51,99.0
TRINITY_DN1440_c0_g1_i1,76.2824,55.0,77.44,44.0
TRINITY_DN1470_c0_g1_i1,50.6492,55.0,47.98,41.0
TRINITY_DN1473_c0_g1_i1,51.4225,77.0,48.41,57.0
TRINITY_DN1403_c0_g1_i1,228.032,315.0,221.85,241.0
TRINITY_DN1491_c0_g1_i1,88.4335,275.0,88.85,217.0
TRINITY_DN1480_c0_g1_i1,160.009,192.0,157.85,149.0
TRINITY_DN1478_c0_g1_i1,84.2921,193.0,79.49,143.0
TRINITY_DN1474_c0_g1_i1,297.062,289.0,293.81,225.0
TRINITY_DN1407_c0_g1_i1,67.1357,143.0,68.71,115.0
TRINITY_DN1425_c0_g1_i1,56.5437,54.0,51.88,39.0
TRINITY_DN1458_c0_g1_i1,1126.56,953.0,1095.72,730.0
TRINITY_DN1466_c0_g1_i1,87.6824,76.0,89.37,61.0
TRINITY_DN1415_c0_g1_i1,144.19899999999996,303.0,144.15,238.0
TRINITY_DN1487_c0_g1_i1,432.507,552.0,426.36,428.0
TRINITY_DN1444_c0_g1_i1,72.1324,207.0,71.43,161.0
TRINITY_DN1427_c0_g1_i1,65.194,77.0,62.42,58.0
TRINITY_DN1484_c0_g1_i1,103.311,327.0,96.95,241.0
TRINITY_DN1482_c0_g1_i1,49.3768,38.0,47.83,29.0
TRINITY_DN1439_c0_g1_i1,111.893,163.0,114.37,131.0
TRINITY_DN1479_c0_g1_i1,73.1562,144.0,70.47,109.0
TRINITY_DN1422_c0_g1_i1,197.178,193.0,199.88,154.0
TRINITY_DN1410_c0_g1_i1,136.57299999999998,68.0,144.98,57.0
TRINITY_DN1495_c0_g1_i1,171.579,228.0,178.93,187.0
TRINITY_DN1437_c0_g1_i1,47.0496,44.0,47.54,35.0
TRINITY_DN1438_c0_g1_i1,102.381,153.0,101.28,119.0
TRINITY_DN1481_c0_g1_i1,111.742,45.0,113.03,36.0
TRINITY_DN1463_c0_g1_i1,52.5387,103.0,51.28,79.0
TRINITY_DN1414_c0_g1_i1,153.299,78.0,154.33,62.0
TRINITY_DN1492_c0_g1_i1,228.287,132.0,227.98,104.0
TRINITY_DN1400_c0_g1_i1,1384.94,2711.0,1405.44,2162.0
TRINITY_DN1475_c0_g1_i1,58.8895,33.0,58.8,26.0
TRINITY_DN1461_c0_g1_i1,197.576,145.0,204.04,118.0
TRINITY_DN1404_c0_g1_i1,109.582,168.0,102.88,124.0
TRINITY_DN1499_c0_g1_i1,62.7997,70.0,66.13,58.0
TRINITY_DN1455_c0_g1_i1,81.8979,45.0,73.8,32.0
TRINITY_DN1424_c0_g1_i1,61.8685,47.0,61.82,37.0
TRINITY_DN1443_c0_g1_i1,97.0515,54.0,84.27,37.0
TRINITY_DN1496_c0_g1_i1,48.8074,53.0,43.3,37.0
TRINITY_DN1575_c0_g1_i1,302.04,437.0,298.86,340.0
TRINITY_DN1546_c0_g1_i1,105.434,71.0,99.84,53.0
TRINITY_DN1512_c0_g1_i1,167.676,420.0,169.23,333.0
TRINITY_DN1578_c0_g1_i1,79.1655,80.0,75.44,60.0
TRINITY_DN1530_c0_g1_i1,83.7937,32.0,86.05,26.0
TRINITY_DN1586_c0_g1_i1,77.8708,38.0,83.03,32.0
TRINITY_DN1545_c0_g1_i1,62.362,59.0,56.39,42.0
TRINITY_DN1521_c0_g1_i1,118.532,258.0,114.6,196.0
