transcript_id	gene_id	length	effective_length	expected_count	TPM	FPKM	IsoPct
TRINITY_DN2007_c0_g1_i1	TRINITY_DN2007_c0_g1_i1	1746	1568.39	585.00	479.46	319.61	100.00
TRINITY_DN2008_c0_g1_i1	TRINITY_DN2008_c0_g1_i1	1978	1800.39	283.00	202.06	134.69	100.00
TRINITY_DN2009_c0_g1_i1	TRINITY_DN2009_c0_g1_i1	988	810.39	29.00	46.00	30.66	100.00
TRINITY_DN200_c0_g1_i1	TRINITY_DN200_c0_g1_i1	3240	3062.39	219.00	91.93	61.28	100.00
TRINITY_DN200_c0_g2_i1	TRINITY_DN200_c0_g2_i1	1352	1174.39	70.00	76.62	51.07	100.00
TRINITY_DN2010_c0_g1_i1	TRINITY_DN2010_c0_g1_i1	1178	1000.39	33.00	42.40	28.27	100.00
TRINITY_DN2011_c0_g1_i1	TRINITY_DN2011_c0_g1_i1	1077	899.39	173.00	247.26	164.82	100.00
TRINITY_DN2012_c0_g1_i1	TRINITY_DN2012_c0_g1_i1	2636	2458.39	126.00	65.88	43.92	100.00
TRINITY_DN2013_c0_g1_i1	TRINITY_DN2013_c0_g1_i1	1625	1447.39	95.00	84.37	56.24	100.00
TRINITY_DN2014_c0_g1_i1	TRINITY_DN2014_c0_g1_i1	1036	858.39	181.00	271.05	180.68	100.00
TRINITY_DN2015_c0_g1_i1	TRINITY_DN2015_c0_g1_i1	683	505.39	33.00	83.93	55.95	100.00
TRINITY_DN2016_c0_g1_i1	TRINITY_DN2016_c0_g1_i1	2357	2179.39	78.00	46.01	30.67	100.00
TRINITY_DN2017_c0_g1_i1	TRINITY_DN2017_c0_g1_i1	1840	1662.39	853.00	659.58	439.67	100.00
TRINITY_DN2018_c0_g1_i1	TRINITY_DN2018_c0_g1_i1	725	547.39	253.00	594.12	396.04	100.00
TRINITY_DN2019_c0_g1_i1	TRINITY_DN2019_c0_g1_i1	696	518.39	88.00	218.21	145.46	100.00
TRINITY_DN201_c0_g1_i1	TRINITY_DN201_c0_g1_i1	664	486.39	48.00	126.85	84.56	100.00
TRINITY_DN2020_c0_g1_i1	TRINITY_DN2020_c0_g1_i1	2358	2180.39	428.00	252.32	168.20	100.00
TRINITY_DN2021_c0_g1_i1	TRINITY_DN2021_c0_g1_i1	904	726.39	909.00	1608.58	1072.27	100.00
TRINITY_DN2022_c0_g1_i1	TRINITY_DN2022_c0_g1_i1	1196	1018.39	91.00	114.86	76.57	100.00
TRINITY_DN2023_c0_g1_i1	TRINITY_DN2023_c0_g1_i1	4051	3873.39	331.00	109.85	73.22	100.00
TRINITY_DN2024_c0_g1_i1	TRINITY_DN2024_c0_g1_i1	1311	1133.39	65.00	73.72	49.14	100.00
TRINITY_DN2025_c0_g1_i1	TRINITY_DN2025_c0_g1_i1	1199	1021.39	37.00	46.56	31.04	100.00
TRINITY_DN2026_c0_g1_i1	TRINITY_DN2026_c0_g1_i1	2893	2715.39	164.00	77.64	51.75	100.00
TRINITY_DN2027_c0_g1_i1	TRINITY_DN2027_c0_g1_i1	520	342.39	16.00	60.07	40.04	100.00
TRINITY_DN2028_c0_g1_i1	TRINITY_DN2028_c0_g1_i1	758	580.39	79.00	174.97	116.63	100.00
TRINITY_DN2029_c0_g1_i1	TRINITY_DN2029_c0_g1_i1	1707	1529.39	338.00	284.08	189.37	100.00
TRINITY_DN202_c0_g1_i1	TRINITY_DN202_c0_g1_i1	1783	1605.39	177.00	141.72	94.47	100.00
TRINITY_DN2030_c0_g1_i1	TRINITY_DN2030_c0_g1_i1	1021	843.39	75.00	114.31	76.20	100.00
TRINITY_DN2031_c0_g1_i1	TRINITY_DN2031_c0_g1_i1	1033	855.39	139.00	208.88	139.24	100.00
TRINITY_DN2032_c0_g1_i1	TRINITY_DN2032_c0_g1_i1	1612	1434.39	125.00	112.02	74.67	100.00
TRINITY_DN2033_c0_g1_i1	TRINITY_DN2033_c0_g1_i1	2173	1995.39	260.00	167.49	111.65	100.00
TRINITY_DN2034_c0_g1_i1	TRINITY_DN2034_c0_g1_i1	2828	2650.39	409.00	198.36	132.23	100.00
TRINITY_DN2035_c0_g1_i1	TRINITY_DN2035_c0_g1_i1	691	513.39	69.00	172.76	115.16	100.00
TRINITY_DN2036_c0_g1_i1	TRINITY_DN2036_c0_g1_i1	2013	1835.39	111.00	77.74	51.82	100.00
TRINITY_DN2037_c0_g1_i1	TRINITY_DN2037_c0_g1_i1	1327	1149.39	55.00	61.51	41.00	100.00
TRINITY_DN2038_c0_g1_i1	TRINITY_DN2038_c0_g1_i1	3080	2902.39	410.00	181.58	121.04	100.00
TRINITY_DN2039_c0_g1_i1	TRINITY_DN2039_c0_g1_i1	6700	6522.39	481.00	94.80	63.19	100.00
TRINITY_DN203_c0_g1_i1	TRINITY_DN203_c0_g1_i1	2841	2663.39	202.00	97.49	64.99	100.00
TRINITY_DN2040_c0_g1_i1	TRINITY_DN2040_c0_g1_i1	2352	2174.39	111.00	65.62	43.74	100.00
TRINITY_DN2041_c0_g1_i1	TRINITY_DN2041_c0_g1_i1	2049	1871.39	718.00	493.19	328.75	100.00
TRINITY_DN2042_c0_g1_i1	TRINITY_DN2042_c0_g1_i1	2840	2662.39	226.00	109.12	72.74	100.00
TRINITY_DN2043_c0_g1_i1	TRINITY_DN2043_c0_g1_i1	1111	933.39	160.00	220.35	146.88	100.00
TRINITY_DN2044_c0_g1_i1	TRINITY_DN2044_c0_g1_i1	1393	1215.39	85.00	89.90	59.93	100.00
TRINITY_DN2045_c0_g1_i1	TRINITY_DN2045_c0_g1_i1	1592	1414.39	83.00	75.43	50.28	100.00
TRINITY_DN2046_c0_g1_i1	TRINITY_DN2046_c0_g1_i1	2050	1872.39	272.00	186.73	124.48	100.00
TRINITY_DN2047_c0_g1_i1	TRINITY_DN2047_c0_g1_i1	2991	2813.39	1348.00	615.90	410.56	100.00
TRINITY_DN2048_c0_g1_i1	TRINITY_DN2048_c0_g1_i1	4565	4387.39	171.00	50.10	33.40	100.00
TRINITY_DN2049_c0_g1_i1	TRINITY_DN2049_c0_g1_i1	5253	5075.39	374.00	94.72	63.14	100.00
TRINITY_DN204_c0_g1_i1	TRINITY_DN204_c0_g1_i1	2750	2572.39	293.00	146.41	97.60	100.00
TRINITY_DN2050_c0_g1_i1	TRINITY_DN2050_c0_g1_i1	2162	1984.39	212.00	137.33	91.54	100.00
TRINITY_DN2051_c0_g1_i1	TRINITY_DN2051_c0_g1_i1	990	812.39	29.00	45.89	30.59	100.00
TRINITY_DN2052_c0_g1_i1	TRINITY_DN2052_c0_g1_i1	3359	3181.39	167.00	67.48	44.98	100.00
TRINITY_DN2053_c0_g1_i1	TRINITY_DN2053_c0_g1_i1	1034	856.39	108.00	162.11	108.06	100.00
TRINITY_DN2054_c0_g1_i1	TRINITY_DN2054_c0_g1_i1	1093	915.39	227.00	318.76	212.49	100.00
TRINITY_DN2055_c0_g1_i1	TRINITY_DN2055_c0_g1_i1	4348	4170.39	216.00	66.58	44.38	100.00
TRINITY_DN2056_c0_g1_i1	TRINITY_DN2056_c0_g1_i1	2098	1920.39	228.00	152.61	101.73	100.00
TRINITY_DN2057_c0_g1_i1	TRINITY_DN2057_c0_g1_i1	2644	2466.39	185.00	96.42	64.27	100.00
TRINITY_DN2058_c0_g1_i1	TRINITY_DN2058_c0_g1_i1	2398	2220.39	125.00	72.37	48.24	100.00
TRINITY_DN2059_c0_g1_i1	TRINITY_DN2059_c0_g1_i1	1285	1107.39	82.00	95.18	63.45	100.00
TRINITY_DN205_c0_g1_i1	TRINITY_DN205_c0_g1_i1	946	768.39	57.00	95.35	63.56	100.00
TRINITY_DN2060_c0_g1_i1	TRINITY_DN2060_c0_g1_i1	1606	1428.39	52.00	46.80	31.19	100.00
TRINITY_DN2061_c0_g1_i1	TRINITY_DN2061_c0_g1_i1	869	691.39	20.00	37.18	24.79	100.00
TRINITY_DN2062_c0_g1_i1	TRINITY_DN2062_c0_g1_i1	2731	2553.39	649.00	326.72	217.79	100.00
TRINITY_DN2063_c0_g1_i1	TRINITY_DN2063_c0_g1_i1	1788	1610.39	230.00	183.59	122.38	100.00
TRINITY_DN2064_c0_g1_i1	TRINITY_DN2064_c0_g1_i1	2425	2247.39	234.00	133.84	89.22	100.00
TRINITY_DN2065_c0_g1_i1	TRINITY_DN2065_c0_g1_i1	1815	1637.39	83.00	65.16	43.43	100.00
TRINITY_DN2066_c0_g1_i1	TRINITY_DN2066_c0_g1_i1	1608	1430.39	510.00	458.32	305.51	100.00
TRINITY_DN2067_c0_g1_i1	TRINITY_DN2067_c0_g1_i1	968	790.39	180.00	292.74	195.14	100.00
TRINITY_DN2068_c0_g1_i1	TRINITY_DN2068_c0_g1_i1	794	616.39	51.00	106.36	70.90	100.00
TRINITY_DN2069_c0_g1_i1	TRINITY_DN2069_c0_g1_i1	790	612.39	144.00	302.26	201.49	100.00
TRINITY_DN2070_c0_g1_i1	TRINITY_DN2070_c0_g1_i1	1642	1464.39	252.00	221.20	147.45	100.00
TRINITY_DN2071_c0_g1_i1	TRINITY_DN2071_c0_g1_i1	1634	1456.39	132.00	116.51	77.66	100.00
TRINITY_DN2072_c0_g1_i1	TRINITY_DN2072_c0_g1_i1	4247	4069.39	150.00	47.38	31.58	100.00
TRINITY_DN2073_c0_g1_i1	TRINITY_DN2073_c0_g1_i1	1305	1127.39	194.00	221.20	147.45	100.00
TRINITY_DN2074_c0_g1_i1	TRINITY_DN2074_c0_g1_i1	1657	1479.39	127.00	110.35	73.56	100.00
TRINITY_DN2075_c0_g1_i1	TRINITY_DN2075_c0_g1_i1	2596	2418.39	298.00	158.39	105.58	100.00
TRINITY_DN2076_c0_g1_i1	TRINITY_DN2076_c0_g1_i1	2731	2553.39	2354.00	1185.06	789.95	100.00
TRINITY_DN2077_c0_g1_i1	TRINITY_DN2077_c0_g1_i1	2342	2164.39	128.00	76.02	50.67	100.00
TRINITY_DN2078_c0_g1_i1	TRINITY_DN2078_c0_g1_i1	1676	1498.39	423.00	362.88	241.90	100.00
TRINITY_DN2079_c0_g1_i1	TRINITY_DN2079_c0_g1_i1	2033	1855.39	205.00	142.03	94.67	100.00
TRINITY_DN207_c0_g1_i1	TRINITY_DN207_c0_g1_i1	1192	1014.39	548.00	694.42	462.90	100.00
TRINITY_DN2080_c0_g1_i1	TRINITY_DN2080_c0_g1_i1	1799	1621.39	884.00	700.83	467.17	100.00
TRINITY_DN2081_c0_g1_i1	TRINITY_DN2081_c0_g1_i1	1454	1276.39	96.00	96.68	64.45	100.00
TRINITY_DN2082_c0_g1_i1	TRINITY_DN2082_c0_g1_i1	1465	1287.39	128.00	127.81	85.19	100.00
TRINITY_DN2083_c0_g1_i1	TRINITY_DN2083_c0_g1_i1	915	737.39	40.00	69.73	46.48	100.00
TRINITY_DN2084_c0_g1_i1	TRINITY_DN2084_c0_g1_i1	2350	2172.39	166.00	98.22	65.48	100.00
TRINITY_DN2085_c0_g1_i1	TRINITY_DN2085_c0_g1_i1	1467	1289.39	133.00	132.59	88.39	100.00
TRINITY_DN2086_c0_g1_i1	TRINITY_DN2086_c0_g1_i1	862	684.39	38.00	71.37	47.58	100.00
TRINITY_DN2087_c0_g1_i1	TRINITY_DN2087_c0_g1_i1	1534	1356.39	99.00	93.82	62.54	100.00
TRINITY_DN2088_c0_g1_i1	TRINITY_DN2088_c0_g1_i1	861	683.39	32.00	60.19	40.12	100.00
TRINITY_DN2089_c0_g1_i1	TRINITY_DN2089_c0_g1_i1	1172	994.39	344.00	444.68	296.42	100.00
TRINITY_DN208_c0_g1_i1	TRINITY_DN208_c0_g1_i1	1831	1653.39	98.00	76.19	50.79	100.00
TRINITY_DN2090_c0_g1_i1	TRINITY_DN2090_c0_g1_i1	1620	1442.39	71.00	63.27	42.18	100.00
TRINITY_DN2091_c0_g1_i1	TRINITY_DN2091_c0_g1_i1	2208	2030.39	887.00	561.56	374.33	100.00
TRINITY_DN2092_c0_g1_i1	TRINITY_DN2092_c0_g1_i1	713	535.39	23.00	55.22	36.81	100.00
TRINITY_DN2093_c0_g1_i1	TRINITY_DN2093_c0_g1_i1	1615	1437.39	1140.00	1019.48	679.58	100.00
TRINITY_DN2094_c0_g1_i1	TRINITY_DN2094_c0_g1_i1	752	574.39	18.00	40.28	26.85	100.00
TRINITY_DN2095_c0_g1_i1	TRINITY_DN2095_c0_g1_i1	1439	1261.39	102.00	103.94	69.29	100.00
TRINITY_DN2096_c0_g1_i1	TRINITY_DN2096_c0_g1_i1	576	398.39	15.00	48.40	32.26	100.00
TRINITY_DN2097_c0_g1_i1	TRINITY_DN2097_c0_g1_i1	1682	1504.39	970.00	828.82	552.49	100.00
TRINITY_DN2098_c0_g1_i1	TRINITY_DN2098_c0_g1_i1	1748	1570.39	144.00	117.87	78.57	100.00
TRINITY_DN2099_c0_g1_i1	TRINITY_DN2099_c0_g1_i1	941	763.39	29.00	48.83	32.55	100.00
TRINITY_DN209_c0_g1_i1	TRINITY_DN209_c0_g1_i1	643	465.39	29.17	80.56	53.70	100.00
TRINITY_DN209_c0_g1_i2	TRINITY_DN209_c0_g1_i2	643	465.39	47.83	132.12	88.07	100.00
TRINITY_DN20_c0_g1_i1	TRINITY_DN20_c0_g1_i1	1420	1242.39	449.00	464.56	309.67	100.00
TRINITY_DN20_c1_g1_i1	TRINITY_DN20_c1_g1_i1	1482	1304.39	103.00	101.50	67.66	100.00
TRINITY_DN2100_c0_g1_i1	TRINITY_DN2100_c0_g1_i1	1557	1379.39	891.00	830.31	553.48	100.00
TRINITY_DN2101_c0_g1_i1	TRINITY_DN2101_c0_g1_i1	3871	3693.39	446.00	155.22	103.47	100.00
TRINITY_DN2102_c0_g1_i1	TRINITY_DN2102_c0_g1_i1	1127	949.39	68.00	92.07	61.37	100.00
TRINITY_DN2103_c0_g1_i1	TRINITY_DN2103_c0_g1_i1	974	796.39	42.00	67.79	45.19	100.00
TRINITY_DN2104_c0_g1_i1	TRINITY_DN2104_c0_g1_i1	1286	1108.39	41.00	47.55	31.70	100.00
TRINITY_DN2105_c0_g1_i1	TRINITY_DN2105_c0_g1_i1	925	747.39	200.00	343.98	229.29	100.00
TRINITY_DN2106_c0_g1_i1	TRINITY_DN2106_c0_g1_i1	3718	3540.39	158.00	57.37	38.24	100.00
TRINITY_DN2107_c0_g1_i1	TRINITY_DN2107_c0_g1_i1	807	629.39	32.00	65.35	43.57	100.00
TRINITY_DN2108_c0_g1_i1	TRINITY_DN2108_c0_g1_i1	3020	2842.39	125.00	56.53	37.68	100.00
TRINITY_DN2109_c0_g1_i1	TRINITY_DN2109_c0_g1_i1	2183	2005.39	360.00	230.76	153.82	100.00
TRINITY_DN210_c0_g1_i1	TRINITY_DN210_c0_g1_i1	1742	1564.39	331.00	271.98	181.30	100.00
TRINITY_DN2110_c0_g1_i1	TRINITY_DN2110_c0_g1_i1	831	653.39	31.00	60.99	40.65	100.00
TRINITY_DN2111_c0_g1_i1	TRINITY_DN2111_c0_g1_i1	1515	1337.39	142.00	136.48	90.98	100.00
TRINITY_DN2112_c0_g1_i1	TRINITY_DN2112_c0_g1_i1	1278	1100.39	1034.00	1207.88	805.17	100.00
TRINITY_DN2113_c0_g1_i1	TRINITY_DN2113_c0_g1_i1	992	814.39	56.00	88.39	58.92	100.00
TRINITY_DN2114_c0_g1_i1	TRINITY_DN2114_c0_g1_i1	3584	3406.39	337.00	127.17	84.77	100.00
TRINITY_DN2115_c0_g1_i1	TRINITY_DN2115_c0_g1_i1	1667	1489.39	173.00	149.31	99.53	100.00
TRINITY_DN2116_c0_g1_i1	TRINITY_DN2116_c0_g1_i1	587	409.39	36.00	113.03	75.35	100.00
TRINITY_DN2117_c0_g1_i1	TRINITY_DN2117_c0_g1_i1	2681	2503.39	290.00	148.91	99.26	100.00
TRINITY_DN2118_c0_g1_i1	TRINITY_DN2118_c0_g1_i1	1373	1195.39	58.00	62.37	41.57	100.00
TRINITY_DN2119_c0_g1_i1	TRINITY_DN2119_c0_g1_i1	1460	1282.39	105.00	105.25	70.16	100.00
TRINITY_DN211_c0_g1_i1	TRINITY_DN211_c0_g1_i1	2329	2151.39	126.00	75.28	50.18	100.00
TRINITY_DN211_c0_g2_i1	TRINITY_DN211_c0_g2_i1	2404	2226.39	164.00	94.69	63.12	100.00
TRINITY_DN2120_c0_g1_i1	TRINITY_DN2120_c0_g1_i1	2707	2529.39	230.00	116.89	77.92	100.00
TRINITY_DN2121_c0_g1_i1	TRINITY_DN2121_c0_g1_i1	2594	2416.39	758.00	403.23	268.79	100.00
TRINITY_DN2122_c0_g1_i1	TRINITY_DN2122_c0_g1_i1	4390	4212.39	199.00	60.73	40.48	100.00
TRINITY_DN2123_c0_g1_i1	TRINITY_DN2123_c0_g1_i1	571	393.39	28.00	91.49	60.99	100.00
TRINITY_DN2124_c0_g1_i1	TRINITY_DN2124_c0_g1_i1	1154	976.39	50.00	65.83	43.88	100.00
TRINITY_DN2125_c0_g1_i1	TRINITY_DN2125_c0_g1_i1	2474	2296.39	563.00	315.15	210.08	100.00
TRINITY_DN2126_c0_g1_i1	TRINITY_DN2126_c0_g1_i1	2100	1922.39	1296.00	866.59	577.66	100.00
TRINITY_DN2127_c0_g1_i1	TRINITY_DN2127_c0_g1_i1	1828	1650.39	101.00	78.67	52.44	100.00
TRINITY_DN2128_c0_g1_i1	TRINITY_DN2128_c0_g1_i1	1909	1731.39	629.00	466.99	311.29	100.00
TRINITY_DN2129_c0_g1_i1	TRINITY_DN2129_c0_g1_i1	822	644.39	36.00	71.81	47.87	100.00
TRINITY_DN212_c0_g1_i1	TRINITY_DN212_c0_g1_i1	4496	4318.39	287.00	85.43	56.95	100.00
TRINITY_DN2130_c0_g1_i1	TRINITY_DN2130_c0_g1_i1	2003	1825.39	207.00	145.77	97.17	100.00
TRINITY_DN2131_c0_g1_i1	TRINITY_DN2131_c0_g1_i1	616	438.39	22.00	64.51	43.00	100.00
TRINITY_DN2132_c0_g1_i1	TRINITY_DN2132_c0_g1_i1	885	707.39	54.00	98.13	65.41	100.00
TRINITY_DN2133_c0_g1_i1	TRINITY_DN2133_c0_g1_i1	1494	1316.39	66.00	64.45	42.96	100.00
TRINITY_DN2134_c0_g1_i1	TRINITY_DN2134_c0_g1_i1	1749	1571.39	348.00	284.67	189.76	100.00
TRINITY_DN2135_c0_g1_i1	TRINITY_DN2135_c0_g1_i1	2608	2430.39	642.00	339.55	226.35	100.00
TRINITY_DN2136_c0_g1_i1	TRINITY_DN2136_c0_g1_i1	1019	841.39	107.00	163.47	108.97	100.00
TRINITY_DN2137_c0_g1_i1	TRINITY_DN2137_c0_g1_i1	1614	1436.39	103.00	92.18	61.44	100.00
TRINITY_DN2138_c0_g1_i1	TRINITY_DN2138_c0_g1_i1	941	763.39	43.00	72.41	48.27	100.00
TRINITY_DN2139_c0_g1_i1	TRINITY_DN2139_c0_g1_i1	1022	844.39	181.00	275.54	183.67	100.00
TRINITY_DN213_c0_g1_i1	TRINITY_DN213_c0_g1_i1	4198	4020.39	310.00	99.12	66.07	100.00
TRINITY_DN2140_c0_g1_i1	TRINITY_DN2140_c0_g1_i1	994	816.39	217.00	341.67	227.76	100.00
TRINITY_DN2141_c0_g1_i1	TRINITY_DN2141_c0_g1_i1	877	699.39	43.00	79.03	52.68	100.00
TRINITY_DN2142_c0_g1_i1	TRINITY_DN2142_c0_g1_i1	2278	2100.39	360.00	220.32	146.86	100.00
TRINITY_DN2143_c0_g1_i1	TRINITY_DN2143_c0_g1_i1	1729	1551.39	63.00	52.20	34.80	100.00
TRINITY_DN2144_c0_g1_i1	TRINITY_DN2144_c0_g1_i1	1924	1746.39	235.00	172.97	115.30	100.00
TRINITY_DN2145_c0_g1_i1	TRINITY_DN2145_c0_g1_i1	1230	1052.39	103.00	125.81	83.86	100.00
TRINITY_DN2146_c0_g1_i1	TRINITY_DN2146_c0_g1_i1	2269	2091.39	80.00	49.17	32.78	100.00
TRINITY_DN2147_c0_g1_i1	TRINITY_DN2147_c0_g1_i1	1154	976.39	103.00	135.60	90.39	100.00
TRINITY_DN2148_c0_g1_i1	TRINITY_DN2148_c0_g1_i1	2884	2706.39	142.00	67.44	44.96	100.00
TRINITY_DN2149_c0_g1_i1	TRINITY_DN2149_c0_g1_i1	1709	1531.39	145.00	121.71	81.13	100.00
TRINITY_DN214_c0_g1_i1	TRINITY_DN214_c0_g1_i1	1524	1346.39	148.00	141.30	94.19	100.00
TRINITY_DN2150_c0_g1_i1	TRINITY_DN2150_c0_g1_i1	3472	3294.39	340.00	132.66	88.43	100.00
TRINITY_DN2151_c0_g1_i1	TRINITY_DN2151_c0_g1_i1	1660	1482.39	112.00	97.12	64.74	100.00
TRINITY_DN2152_c0_g1_i1	TRINITY_DN2152_c0_g1_i1	958	780.39	140.00	230.60	153.72	100.00
TRINITY_DN2153_c0_g1_i1	TRINITY_DN2153_c0_g1_i1	1064	886.39	38.00	55.11	36.73	100.00
TRINITY_DN2154_c0_g1_i1	TRINITY_DN2154_c0_g1_i1	1099	921.39	259.00	361.33	240.86	100.00
TRINITY_DN2155_c0_g1_i1	TRINITY_DN2155_c0_g1_i1	1552	1374.39	113.00	105.69	70.45	100.00
TRINITY_DN2156_c0_g1_i1	TRINITY_DN2156_c0_g1_i1	1497	1319.39	82.00	79.89	53.25	100.00
TRINITY_DN2157_c0_g1_i1	TRINITY_DN2157_c0_g1_i1	1423	1245.39	55.00	56.77	37.84	100.00
TRINITY_DN2158_c0_g1_i1	TRINITY_DN2158_c0_g1_i1	651	473.39	39.00	105.90	70.59	100.00
TRINITY_DN2159_c0_g1_i1	TRINITY_DN2159_c0_g1_i1	1374	1196.39	56.00	60.17	40.11	100.00
TRINITY_DN215_c0_g1_i3	TRINITY_DN215_c0_g1_i3	2884	2706.39	181.53	86.22	57.47	100.00
TRINITY_DN215_c0_g1_i4	TRINITY_DN215_c0_g1_i4	1133	955.39	92.35	124.25	82.82	100.00
TRINITY_DN215_c0_g1_i7	TRINITY_DN215_c0_g1_i7	656	478.39	71.17	191.23	127.48	100.00
TRINITY_DN215_c0_g2_i1	TRINITY_DN215_c0_g2_i1	662	484.39	53.32	141.50	94.32	100.00
TRINITY_DN215_c0_g2_i3	TRINITY_DN215_c0_g2_i3	620	442.39	16.29	47.34	31.56	100.00
TRINITY_DN215_c0_g2_i4	TRINITY_DN215_c0_g2_i4	1953	1775.39	0.00	0.00	0.00	100.00
TRINITY_DN215_c0_g2_i5	TRINITY_DN215_c0_g2_i5	1911	1733.39	201.34	149.31	99.53	100.00
TRINITY_DN215_c0_g3_i1	TRINITY_DN215_c0_g3_i1	688	510.39	168.00	423.11	282.04	100.00
TRINITY_DN2160_c0_g1_i1	TRINITY_DN2160_c0_g1_i1	1529	1351.39	54.00	51.36	34.24	100.00
TRINITY_DN2161_c0_g1_i1	TRINITY_DN2161_c0_g1_i1	1998	1820.39	118.00	83.32	55.54	100.00
TRINITY_DN2162_c0_g1_i1	TRINITY_DN2162_c0_g1_i1	801	623.39	35.00	72.17	48.11	100.00
TRINITY_DN2163_c0_g1_i1	TRINITY_DN2163_c0_g1_i1	1562	1384.39	43.00	39.93	26.61	100.00
TRINITY_DN2164_c0_g1_i1	TRINITY_DN2164_c0_g1_i1	699	521.39	108.00	266.26	177.49	100.00
TRINITY_DN2165_c0_g1_i1	TRINITY_DN2165_c0_g1_i1	1130	952.39	306.00	413.01	275.31	100.00
TRINITY_DN2166_c0_g1_i1	TRINITY_DN2166_c0_g1_i1	1746	1568.39	217.00	177.85	118.55	100.00
TRINITY_DN2167_c0_g1_i1	TRINITY_DN2167_c0_g1_i1	1082	904.39	53.00	75.33	50.21	100.00
TRINITY_DN2168_c0_g1_i1	TRINITY_DN2168_c0_g1_i1	2340	2162.39	296.00	175.96	117.29	100.00
TRINITY_DN2169_c0_g1_i1	TRINITY_DN2169_c0_g1_i1	1783	1605.39	140.00	112.10	74.72	100.00
TRINITY_DN216_c0_g1_i1	TRINITY_DN216_c0_g1_i1	6767	6589.39	560.00	109.24	72.82	100.00
TRINITY_DN2170_c0_g1_i1	TRINITY_DN2170_c0_g1_i1	1833	1655.39	101.00	78.43	52.28	100.00
TRINITY_DN2171_c0_g1_i1	TRINITY_DN2171_c0_g1_i1	1281	1103.39	118.00	137.47	91.64	100.00
TRINITY_DN2172_c0_g1_i1	TRINITY_DN2172_c0_g1_i1	2744	2566.39	221.00	110.69	73.79	100.00
TRINITY_DN2173_c0_g1_i1	TRINITY_DN2173_c0_g1_i1	959	781.39	39.00	64.16	42.77	100.00
TRINITY_DN2174_c0_g1_i1	TRINITY_DN2174_c0_g1_i1	696	518.39	144.00	357.07	238.02	100.00
TRINITY_DN2175_c0_g1_i1	TRINITY_DN2175_c0_g1_i1	2185	2007.39	113.00	72.36	48.23	100.00
TRINITY_DN2176_c0_g1_i1	TRINITY_DN2176_c0_g1_i1	1428	1250.39	96.00	98.69	65.79	100.00
TRINITY_DN2177_c0_g1_i1	TRINITY_DN2177_c0_g1_i1	2287	2109.39	149.00	90.80	60.53	100.00
TRINITY_DN2178_c0_g1_i1	TRINITY_DN2178_c0_g1_i1	1717	1539.39	434.00	362.40	241.58	100.00
TRINITY_DN2179_c0_g1_i1	TRINITY_DN2179_c0_g1_i1	1181	1003.39	32.00	40.99	27.33	100.00
TRINITY_DN217_c0_g1_i1	TRINITY_DN217_c0_g1_i1	1517	1339.39	89.00	85.41	56.94	100.00
TRINITY_DN2180_c0_g1_i1	TRINITY_DN2180_c0_g1_i1	718	540.39	34.00	80.88	53.91	100.00
TRINITY_DN2181_c0_g1_i1	TRINITY_DN2181_c0_g1_i1	1487	1309.39	105.00	103.08	68.71	100.00
TRINITY_DN2182_c0_g1_i1	TRINITY_DN2182_c0_g1_i1	1983	1805.39	532.00	378.78	252.49	100.00
TRINITY_DN2183_c0_g1_i1	TRINITY_DN2183_c0_g1_i1	1067	889.39	74.00	106.95	71.29	100.00
TRINITY_DN2184_c0_g1_i1	TRINITY_DN2184_c0_g1_i1	1330	1152.39	58.00	64.70	43.13	100.00
TRINITY_DN2185_c0_g1_i1	TRINITY_DN2185_c0_g1_i1	2537	2359.39	286.00	155.82	103.87	100.00
TRINITY_DN2186_c0_g1_i1	TRINITY_DN2186_c0_g1_i1	1133	955.39	57.00	76.69	51.12	100.00
TRINITY_DN2187_c0_g1_i1	TRINITY_DN2187_c0_g1_i1	990	812.39	155.00	245.25	163.49	100.00
TRINITY_DN2188_c0_g1_i1	TRINITY_DN2188_c0_g1_i1	4537	4359.39	1432.00	422.25	281.47	100.00
TRINITY_DN2189_c0_g1_i1	TRINITY_DN2189_c0_g1_i1	1651	1473.39	233.00	203.28	135.50	100.00
TRINITY_DN218_c0_g1_i1	TRINITY_DN218_c0_g1_i1	905	727.39	74.00	130.77	87.17	100.00
TRINITY_DN218_c0_g2_i1	TRINITY_DN218_c0_g2_i1	1293	1115.39	138.00	159.04	106.01	100.00
TRINITY_DN218_c0_g3_i1	TRINITY_DN218_c0_g3_i1	1017	839.39	110.00	168.45	112.29	100.00
TRINITY_DN218_c1_g1_i1	TRINITY_DN218_c1_g1_i1	2600	2422.39	254.00	134.78	89.85	100.00
TRINITY_DN218_c2_g1_i1	TRINITY_DN218_c2_g1_i1	2734	2556.39	224.00	112.63	75.08	100.00
TRINITY_DN2190_c0_g1_i1	TRINITY_DN2190_c0_g1_i1	1845	1667.39	296.00	228.19	152.11	100.00
TRINITY_DN2191_c0_g1_i1	TRINITY_DN2191_c0_g1_i1	2141	1963.39	83.00	54.34	36.22	100.00
TRINITY_DN2192_c0_g1_i1	TRINITY_DN2192_c0_g1_i1	7297	7119.39	482.00	87.03	58.01	100.00
