contig_name,length,prop_gc,orf_length,in_bridges,p_good,p_bases_covered,p_seq_true,score,p_not_segmented,eff_length,eff_count,tpm,coverage,sCnuc,sCcov,sCord,sCseg
TRINITY_DN1003_c0_g1_i1,1683,0.394534,560,0,0.761062,0.998812,0.969275,0.706409,0.958751,1683,113.0,78.7585,10.07,0.969275,0.998812,0.761062,0.958751
TRINITY_DN1070_c0_g1_i1,901,0.459489,299,0,0.688889,1.0,0.969925,0.655456,0.980971,901,45.0,58.5856,7.49,0.969925,1.0,0.688889,0.980971
TRINITY_DN1090_c0_g1_i1,782,0.402813,245,0,0.806452,1.0,0.975,0.695183,0.88413,782,31.0,46.5005,5.95,0.975,1.0,0.806452,0.88413
TRINITY_DN1052_c0_g1_i1,849,0.374558,282,0,0.773585,1.0,0.982371,0.660914,0.869684,849,53.0,73.227,9.36,0.982371,1.0,0.773585,0.869684
TRINITY_DN1083_c0_g1_i1,710,0.443662,212,0,0.811321,1.0,0.970226,0.349714,0.444271,710,53.0,87.563,11.2,0.970226,1.0,0.811321,0.444271
TRINITY_DN1053_c0_g1_i1,902,0.368071,274,0,0.868132,1.0,0.943024,0.653531,0.798285,902,92.0,119.642,15.3,0.943024,1.0,0.868132,0.798285
TRINITY_DN1007_c0_g1_i1,946,0.37315,294,0,0.830986,1.0,0.98044,0.726979,0.892292,946,71.0,88.038,11.26,0.98044,1.0,0.830986,0.892292
TRINITY_DN1051_c0_g1_i1,646,0.379257,190,0,0.7875,1.0,0.961638,0.477368,0.630363,646,80.0,145.265,18.58,0.961638,1.0,0.7875,0.630363
TRINITY_DN1060_c0_g1_i1,1766,0.374858,543,0,0.84106,1.0,0.972873,0.794681,0.971203,1766,151.0,100.297,12.83,0.972873,1.0,0.84106,0.971203
TRINITY_DN1074_c0_g1_i1,754,0.427056,250,0,0.75,1.0,0.971429,0.625077,0.857949,754,40.0,62.2288,7.96,0.971429,1.0,0.75,0.857949
TRINITY_DN1059_c0_g1_i1,712,0.377809,236,0,0.596154,1.0,0.966265,0.516035,0.895828,712,52.0,85.6695,10.96,0.966265,1.0,0.596154,0.895828
TRINITY_DN1001_c0_g1_i1,1416,0.399718,442,0,0.847619,1.0,0.979381,0.795598,0.958388,1416,105.0,86.9819,11.12,0.979381,1.0,0.847619,0.958388
TRINITY_DN1018_c0_g1_i1,1155,0.405195,384,0,0.797753,1.0,0.976071,0.743863,0.955308,1155,89.0,90.3881,11.56,0.976071,1.0,0.797753,0.955308
TRINITY_DN1009_c0_g1_i1,587,0.356048,195,0,0.846154,1.0,0.958333,0.757518,0.934173,587,26.0,51.9563,6.64,0.958333,1.0,0.846154,0.934173
TRINITY_DN1016_c0_g1_i1,1863,0.398819,594,0,0.729032,1.0,0.967804,0.673511,0.954576,1863,155.0,97.5937,12.48,0.967804,1.0,0.729032,0.954576
TRINITY_DN1024_c0_g1_i1,1117,0.426141,347,0,0.816667,1.0,0.975398,0.601319,0.754881,1117,361.0,379.103,48.48,0.975398,1.0,0.816667,0.754881
TRINITY_DN1054_c0_g1_i1,794,0.434509,246,0,0.788462,1.0,0.977266,0.524284,0.680414,794,52.0,76.822,9.82,0.977266,1.0,0.788462,0.680414
TRINITY_DN1067_c0_g1_i1,861,0.404181,286,0,0.75,1.0,0.993003,0.730734,0.981177,861,28.0,38.1468,4.88,0.993003,1.0,0.75,0.981177
TRINITY_DN1021_c0_g1_i1,1217,0.522597,387,0,0.825581,1.0,0.972793,0.71618,0.891748,1217,172.0,165.783,21.2,0.972793,1.0,0.825581,0.891748
TRINITY_DN1017_c0_g1_i1,1237,0.387227,383,0,0.835334,1.0,0.963605,0.640684,0.795947,1237,584.0,553.791,70.82,0.963605,1.0,0.835334,0.795947
TRINITY_DN1075_c0_g1_i1,924,0.422078,281,0,0.72,1.0,0.961462,0.631627,0.912423,924,50.0,63.4748,8.12,0.961462,1.0,0.72,0.912423
TRINITY_DN1036_c0_g1_i1,1142,0.430823,380,0,0.741573,1.0,0.969217,0.634906,0.883353,1142,89.0,91.417,11.69,0.969217,1.0,0.741573,0.883353
TRINITY_DN1064_c0_g1_i1,1970,0.394924,632,0,0.692737,1.0,0.975672,0.64928,0.960637,1970,179.0,106.583,13.63,0.975672,1.0,0.692737,0.960637
TRINITY_DN1039_c0_g1_i1,1123,0.390027,364,0,0.766667,1.0,0.980323,0.709637,0.944192,1123,120.0,125.344,16.03,0.980323,1.0,0.766667,0.944192
TRINITY_DN1025_c0_g1_i1,1002,0.4002,333,0,0.810811,1.0,0.973987,0.704171,0.891673,1002,111.0,129.945,16.62,0.973987,1.0,0.810811,0.891673
TRINITY_DN1099_c0_g1_i1,641,0.361934,213,0,0.83871,1.0,0.97594,0.708634,0.86574,641,31.0,56.7292,7.25,0.97594,1.0,0.83871,0.86574
TRINITY_DN1049_c0_g1_i1,809,0.467244,254,0,0.764706,1.0,0.967738,0.454573,0.614259,809,119.0,172.545,22.06,0.967738,1.0,0.764706,0.614259
TRINITY_DN1062_c0_g1_i1,553,0.394213,183,0,0.833333,1.0,0.966494,0.563062,0.699098,553,60.0,127.271,16.27,0.966494,1.0,0.833333,0.699098
TRINITY_DN1079_c0_g1_i1,1599,0.374609,509,0,0.802721,1.0,0.971348,0.682212,0.874943,1599,1178.0,864.171,110.51,0.971348,1.0,0.802721,0.874943
TRINITY_DN1091_c0_g1_i1,1554,0.453024,492,0,0.836478,1.0,0.971355,0.650686,0.800828,1554,636.0,480.075,61.39,0.971355,1.0,0.836478,0.800828
TRINITY_DN1089_c0_g1_i1,1715,0.393003,542,0,0.841176,1.0,0.973254,0.737066,0.900312,1715,171.0,116.959,14.96,0.973254,1.0,0.841176,0.900312
TRINITY_DN1015_c0_g1_i1,1062,0.413371,353,0,0.84058,1.0,0.970304,0.706881,0.866682,1062,69.0,76.2127,9.75,0.970304,1.0,0.84058,0.866682
TRINITY_DN1011_c0_g1_i1,1135,0.379736,370,0,0.748344,1.0,0.972619,0.653352,0.897642,1135,152.0,157.091,20.09,0.972619,1.0,0.748344,0.897642
TRINITY_DN1013_c0_g1_i1,1938,0.407637,645,0,0.842105,1.0,0.977551,0.818589,0.994398,1938,114.0,69.0008,8.82,0.977551,1.0,0.842105,0.994398
TRINITY_DN1040_c0_g1_i1,1348,0.390208,428,0,0.792553,1.0,0.978974,0.743645,0.958442,1348,188.0,163.595,20.92,0.978974,1.0,0.792553,0.958442
TRINITY_DN1020_c0_g1_i1,2565,0.37076,828,0,0.843434,1.0,0.973542,0.737719,0.898432,2565,594.0,271.645,34.74,0.973542,1.0,0.843434,0.898432
TRINITY_DN1032_c0_g1_i1,1355,0.41845,436,0,0.870588,1.0,0.978976,0.774156,0.90833,1355,85.0,73.5839,9.41,0.978976,1.0,0.870588,0.90833
TRINITY_DN1022_c0_g1_i1,1234,0.383306,393,0,0.734043,1.0,0.968108,0.539539,0.759238,1234,189.0,179.659,22.97,0.968108,1.0,0.734043,0.759238
TRINITY_DN1072_c0_g1_i1,1191,0.405542,383,0,0.825581,1.0,0.97616,0.75455,0.936283,1191,172.0,169.402,21.66,0.97616,1.0,0.825581,0.936283
TRINITY_DN1010_c0_g1_i1,2069,0.336394,667,0,0.810526,0.983567,0.966944,0.737068,0.95617,2069,95.0,53.86,6.89,0.966944,0.983567,0.810526,0.95617
TRINITY_DN1069_c0_g1_i1,822,0.547445,273,0,0.864865,1.0,0.969772,0.795709,0.948716,822,37.0,52.7999,6.75,0.969772,1.0,0.864865,0.948716
TRINITY_DN1087_c0_g1_i1,518,0.357143,172,0,0.846154,1.0,0.988095,0.729738,0.872808,518,26.0,58.8771,7.53,0.988095,1.0,0.846154,0.872808
TRINITY_DN1044_c0_g1_i1,1239,0.341404,412,0,0.890625,1.0,0.964109,0.845927,0.985172,1239,64.0,60.5915,7.75,0.964109,1.0,0.890625,0.985172
TRINITY_DN1081_c0_g1_i1,1334,0.377061,425,0,0.822785,1.0,0.972817,0.633635,0.791629,1334,79.0,69.4663,8.88,0.972817,1.0,0.822785,0.791629
TRINITY_DN1098_c0_g1_i1,517,0.375242,172,0,0.647059,1.0,0.977551,0.556088,0.879144,517,17.0,38.571,4.93,0.977551,1.0,0.647059,0.879144
TRINITY_DN1045_c0_g1_i1,529,0.395085,170,0,0.939394,1.0,0.978571,0.855806,0.930969,529,33.0,73.1748,9.36,0.978571,1.0,0.939394,0.930969
TRINITY_DN1037_c0_g1_i1,684,0.453216,227,0,0.763948,1.0,0.968995,0.655879,0.886009,684,233.0,399.579,51.1,0.968995,1.0,0.763948,0.886009
TRINITY_DN1014_c0_g1_i1,2153,0.399907,700,0,0.796296,1.0,0.967563,0.763153,0.990507,2153,379.0,206.49,26.41,0.967563,1.0,0.796296,0.990507
TRINITY_DN1055_c0_g1_i1,1066,0.442777,325,0,0.800847,1.0,0.967529,0.615849,0.794805,1066,236.0,259.692,33.21,0.967529,1.0,0.800847,0.794805
TRINITY_DN1038_c0_g1_i1,1269,0.385343,407,0,0.812352,1.0,0.964613,0.686157,0.875641,1269,421.0,389.156,49.76,0.964613,1.0,0.812352,0.875641
TRINITY_DN1046_c0_g1_i1,841,0.429251,257,0,0.653543,1.0,0.973605,0.458137,0.720009,841,127.0,177.138,22.65,0.973605,1.0,0.653543,0.720009
TRINITY_DN1086_c0_g1_i1,1634,0.414933,522,0,0.853659,1.0,0.967481,0.815164,0.987003,1634,82.0,58.866,7.53,0.967481,1.0,0.853659,0.987003
TRINITY_DN1012_c0_g1_i1,1276,0.392633,424,0,0.838565,1.0,0.968293,0.71362,0.878868,1276,223.0,205.002,26.21,0.968293,1.0,0.838565,0.878868
TRINITY_DN1093_c0_g1_i1,755,0.44106,251,0,0.85,1.0,0.965637,0.108904,0.132682,755,40.0,62.1464,7.95,0.965637,1.0,0.85,0.132682
TRINITY_DN1029_c0_g1_i1,662,0.410876,220,0,0.791667,1.0,0.981617,0.525882,0.676712,662,72.0,127.579,16.31,0.981617,1.0,0.791667,0.676712
TRINITY_DN1084_c0_g1_i1,730,0.456164,242,0,0.75,1.0,0.97449,0.677149,0.9265,730,16.0,25.7099,3.29,0.97449,1.0,0.75,0.9265
TRINITY_DN1006_c0_g1_i1,5681,0.388664,1867,0,0.83715,1.0,0.966878,0.751637,0.928609,5681,393.0,81.1467,10.38,0.966878,1.0,0.83715,0.928609
TRINITY_DN1065_c0_g1_i1,1216,0.393914,374,0,0.826613,1.0,0.969875,0.578806,0.721963,1216,746.0,719.628,92.02,0.969875,1.0,0.826613,0.721963
TRINITY_DN1078_c0_g1_i1,1076,0.427509,342,0,0.79803,1.0,0.965871,0.694918,0.901562,1076,203.0,221.303,28.3,0.965871,1.0,0.79803,0.901562
TRINITY_DN1043_c0_g1_i1,1087,0.396504,362,0,0.627907,1.0,0.975102,0.596646,0.974477,1087,43.0,46.4026,5.93,0.975102,1.0,0.627907,0.974477
TRINITY_DN1056_c0_g1_i1,1229,0.379984,402,0,0.818182,1.0,0.963571,0.705172,0.894461,1229,154.0,146.985,18.8,0.963571,1.0,0.818182,0.894461
TRINITY_DN1080_c0_g1_i1,1390,0.380576,462,0,0.825871,1.0,0.972363,0.78419,0.976519,1390,201.0,169.623,21.69,0.972363,1.0,0.825871,0.976519
TRINITY_DN1028_c0_g1_i1,1141,0.430324,350,0,0.795334,1.0,0.967414,0.509252,0.661867,1141,944.0,970.486,124.1,0.967414,1.0,0.795334,0.661867
TRINITY_DN1097_c0_g1_i1,905,0.346961,289,0,0.786982,1.0,0.970199,0.628446,0.82308,905,169.0,219.049,28.01,0.970199,1.0,0.786982,0.82308
TRINITY_DN1026_c0_g1_i1,2187,0.405121,716,0,0.806818,1.0,0.979874,0.772591,0.977246,2187,176.0,94.3989,12.07,0.979874,1.0,0.806818,0.977246
TRINITY_DN1082_c0_g1_i1,1272,0.466195,398,0,0.885714,1.0,0.967965,0.730121,0.851612,1272,105.0,96.8289,12.38,0.967965,1.0,0.885714,0.851612
TRINITY_DN1033_c0_g1_i1,1047,0.416428,318,0,0.797251,1.0,0.967987,0.575373,0.745564,1047,291.0,326.024,41.69,0.967987,1.0,0.797251,0.745564
TRINITY_DN1173_c0_g1_i1,737,0.415197,245,0,0.869565,1.0,0.962791,0.795757,0.950487,737,23.0,36.6069,4.68,0.962791,1.0,0.869565,0.950487
TRINITY_DN1182_c0_g1_i1,755,0.361589,251,0,0.875,1.0,0.956667,0.818092,0.977312,755,32.0,49.7171,6.36,0.956667,1.0,0.875,0.977312
TRINITY_DN1185_c0_g1_i1,1128,0.432624,375,0,0.676471,1.0,0.960735,0.575576,0.885625,1128,102.0,106.07,13.56,0.960735,1.0,0.676471,0.885625
TRINITY_DN1190_c0_g1_i1,526,0.5,174,0,0.810811,1.0,0.957356,0.644062,0.829726,526,37.0,82.5124,10.55,0.957356,1.0,0.810811,0.829726
TRINITY_DN1194_c0_g1_i1,2388,0.383166,768,0,0.813253,1.0,0.970669,0.756554,0.958392,2388,166.0,81.5411,10.43,0.970669,1.0,0.813253,0.958392
TRINITY_DN1193_c0_g1_i1,978,0.387526,295,0,0.756219,1.0,0.97588,0.614924,0.833254,978,201.0,241.079,30.83,0.97588,1.0,0.756219,0.833254
TRINITY_DN1170_c0_g1_i1,544,0.400735,159,0,0.592593,1.0,0.980066,0.542672,0.934385,544,27.0,58.2194,7.44,0.980066,1.0,0.592593,0.934385
TRINITY_DN1160_c0_g1_i1,774,0.382429,257,0,0.818182,1.0,0.90381,0.724435,0.979653,774,33.0,50.0122,6.4,0.90381,1.0,0.818182,0.979653
TRINITY_DN1115_c0_g1_i1,781,0.395647,232,0,0.790698,1.0,0.969672,0.505646,0.659494,781,173.0,259.835,33.23,0.969672,1.0,0.790698,0.659494
TRINITY_DN1179_c0_g1_i1,1033,0.409487,343,0,0.783505,1.0,0.960694,0.712577,0.946683,1033,97.0,110.147,14.09,0.960694,1.0,0.783505,0.946683
TRINITY_DN1138_c0_g1_i1,660,0.381818,202,0,0.736842,1.0,0.9671,0.52445,0.735967,660,57.0,101.306,12.95,0.9671,1.0,0.736842,0.735967
TRINITY_DN1101_c0_g1_i1,1279,0.385457,394,0,0.777778,1.0,0.97633,0.66785,0.879481,1279,712.0,652.999,83.5,0.97633,1.0,0.777778,0.879481
TRINITY_DN1108_c0_g1_i1,765,0.386928,228,0,0.778107,1.0,0.97352,0.500538,0.660774,765,338.0,518.273,66.27,0.97352,1.0,0.778107,0.660774
TRINITY_DN1156_c0_g1_i1,601,0.357737,182,0,0.733333,1.0,0.962271,0.470985,0.667434,601,45.0,87.8296,11.23,0.962271,1.0,0.733333,0.667434
TRINITY_DN1145_c0_g1_i1,609,0.380952,179,0,0.794521,1.0,0.974991,0.230524,0.297585,609,219.0,421.823,53.94,0.974991,1.0,0.794521,0.297585
TRINITY_DN1136_c0_g1_i1,1437,0.352818,478,0,0.685393,1.0,0.970476,0.593488,0.892252,1437,89.0,72.6501,9.29,0.970476,1.0,0.685393,0.892252
TRINITY_DN1134_c0_g1_i1,718,0.408078,238,0,0.666667,1.0,0.968762,0.375736,0.581777,718,45.0,73.5176,9.4,0.968762,1.0,0.666667,0.581777
TRINITY_DN1196_c0_g1_i1,2765,0.367089,892,0,0.832717,1.0,0.969713,0.778331,0.963881,2765,1082.0,459.024,58.7,0.969713,1.0,0.832717,0.963881
TRINITY_DN1191_c0_g1_i1,601,0.409318,199,0,0.857143,1.0,0.992308,0.313506,0.368592,601,14.0,27.3248,3.49,0.992308,1.0,0.857143,0.368592
TRINITY_DN1107_c0_g1_i1,1042,0.393474,346,0,0.677966,1.0,0.976046,0.646692,0.977281,1042,59.0,66.4182,8.49,0.976046,1.0,0.677966,0.977281
TRINITY_DN1150_c0_g1_i1,1062,0.399247,353,0,0.747826,1.0,0.970955,0.634703,0.874119,1062,345.0,381.064,48.73,0.970955,1.0,0.747826,0.874119
TRINITY_DN1100_c0_g1_i1,928,0.383621,280,0,0.7925,1.0,0.968799,0.609468,0.793812,928,400.0,505.609,64.66,0.968799,1.0,0.7925,0.793812
TRINITY_DN1161_c0_g1_i1,1126,0.389876,355,0,0.805085,1.0,0.974514,0.704982,0.898562,1126,236.0,245.854,31.44,0.974514,1.0,0.805085,0.898562
TRINITY_DN1167_c0_g1_i1,663,0.363499,220,0,0.630769,1.0,0.969811,0.561819,0.918415,663,65.0,115.001,14.71,0.969811,1.0,0.630769,0.918415
TRINITY_DN1147_c0_g1_i1,810,0.414815,269,0,0.744186,1.0,0.974095,0.587858,0.810941,810,43.0,62.2711,7.96,0.974095,1.0,0.744186,0.810941
TRINITY_DN1168_c0_g1_i1,1017,0.411996,338,0,0.6875,0.988201,0.969841,0.56298,0.854427,1017,33.0,38.0624,4.87,0.969841,0.988201,0.6875,0.854427
TRINITY_DN1132_c0_g1_i1,712,0.405899,212,0,0.752941,1.0,0.964717,0.647557,0.891491,712,85.0,140.037,17.91,0.964717,1.0,0.752941,0.891491
TRINITY_DN1133_c0_g1_i1,622,0.38746,181,0,0.784,1.0,0.967585,0.558157,0.735786,622,125.0,235.734,30.14,0.967585,1.0,0.784,0.735786
TRINITY_DN1154_c0_g1_i1,662,0.52568,220,0,0.8125,1.0,0.975303,0.686507,0.866327,662,33.0,58.4735,7.48,0.975303,1.0,0.8125,0.866327
TRINITY_DN1171_c0_g1_i1,610,0.421311,170,0,0.574074,1.0,0.985546,0.336392,0.594567,610,54.0,103.841,13.28,0.985546,1.0,0.574074,0.594567
TRINITY_DN1153_c0_g1_i1,1172,0.395904,361,0,0.913462,1.0,0.970711,0.838223,0.945321,1172,104.0,104.09,13.31,0.970711,1.0,0.913462,0.945321
TRINITY_DN1176_c0_g1_i1,776,0.386598,228,0,0.774566,1.0,0.975617,0.496765,0.657374,776,173.0,261.509,33.44,0.975617,1.0,0.774566,0.657374
TRINITY_DN1113_c0_g1_i1,648,0.433642,215,0,0.790909,1.0,0.959971,0.47315,0.623181,648,110.0,199.123,25.46,0.959971,1.0,0.790909,0.623181
TRINITY_DN1199_c0_g1_i1,2715,0.38453,904,0,0.862385,1.0,0.967125,0.793144,0.950973,2715,218.0,94.1867,12.04,0.967125,1.0,0.862385,0.950973
TRINITY_DN1177_c0_g1_i1,813,0.461255,247,0,0.83908,1.0,0.963571,0.541702,0.669997,813,87.0,125.525,16.05,0.963571,1.0,0.83908,0.669997
TRINITY_DN1109_c0_g1_i1,2031,0.38257,668,0,0.819355,1.0,0.974569,0.728893,0.912807,2031,155.0,89.521,11.45,0.974569,1.0,0.819355,0.912807
TRINITY_DN1122_c0_g1_i1,1550,0.420645,504,0,0.858369,1.0,0.967347,0.786687,0.947427,1550,234.0,177.087,22.65,0.967347,1.0,0.858369,0.947427
TRINITY_DN1198_c0_g1_i1,953,0.377754,294,0,0.768627,1.0,0.965727,0.576526,0.776692,953,255.0,313.87,40.14,0.965727,1.0,0.768627,0.776692
TRINITY_DN1110_c0_g1_i1,1050,0.420952,320,0,0.842105,1.0,0.989932,0.740337,0.888091,1050,57.0,63.6779,8.14,0.989932,1.0,0.842105,0.888091
TRINITY_DN1186_c0_g1_i1,553,0.44123,184,0,0.789474,1.0,0.988235,0.726766,0.93153,553,38.0,80.6049,10.31,0.988235,1.0,0.789474,0.93153
TRINITY_DN1111_c0_g1_i1,1088,0.438419,362,0,0.921875,1.0,0.972358,0.797987,0.89022,1088,64.0,69.0008,8.82,0.972358,1.0,0.921875,0.89022
TRINITY_DN1129_c0_g1_i1,529,0.438563,176,0,0.8,1.0,0.991534,0.571861,0.72093,529,15.0,33.2613,4.25,0.991534,1.0,0.8,0.72093
TRINITY_DN1105_c0_g1_i1,758,0.35752,223,0,0.796296,1.0,0.952283,0.587449,0.774693,758,108.0,167.131,21.37,0.952283,1.0,0.796296,0.774693
TRINITY_DN1149_c0_g1_i1,592,0.413851,196,0,0.684211,1.0,0.976339,0.544138,0.814551,592,76.0,150.59,19.26,0.976339,1.0,0.684211,0.814551
TRINITY_DN1159_c0_g1_i1,689,0.394775,209,0,0.775,1.0,0.968612,0.38157,0.508303,689,40.0,68.0995,8.71,0.968612,1.0,0.775,0.508303
TRINITY_DN1140_c0_g1_i1,908,0.42511,279,0,0.875,1.0,0.969286,0.742449,0.8754,908,64.0,82.6794,10.57,0.969286,1.0,0.875,0.8754
TRINITY_DN1162_c0_g1_i1,1038,0.370906,345,0,0.822581,1.0,0.958028,0.668094,0.847775,1038,62.0,70.0644,8.96,0.958028,1.0,0.822581,0.847775
TRINITY_DN1121_c0_g1_i1,837,0.381123,248,0,0.931034,1.0,0.951531,0.811312,0.915797,837,29.0,40.642,5.2,0.951531,1.0,0.931034,0.915797
TRINITY_DN1152_c0_g1_i1,635,0.36063,211,0,0.666667,1.0,0.980317,0.592894,0.907197,635,27.0,49.8762,6.38,0.980317,1.0,0.666667,0.907197
TRINITY_DN1189_c0_g1_i1,552,0.355072,183,0,0.807692,1.0,0.977204,0.556497,0.705069,552,52.0,110.501,14.13,0.977204,1.0,0.807692,0.705069
TRINITY_DN1146_c0_g1_i1,673,0.393759,201,0,0.773723,1.0,0.973545,0.417693,0.554518,673,137.0,238.786,30.53,0.973545,1.0,0.773723,0.554518
TRINITY_DN1135_c0_g1_i1,1306,0.398928,434,0,0.777778,0.982389,0.96746,0.597233,0.807927,1306,81.0,72.752,9.3,0.96746,0.982389,0.777778,0.807927
TRINITY_DN1184_c0_g1_i1,716,0.399441,210,0,0.768473,1.0,0.971111,0.337184,0.451824,716,204.0,334.211,42.74,0.971111,1.0,0.768473,0.451824
TRINITY_DN1127_c0_g1_i1,773,0.351876,257,0,0.727273,1.0,0.981955,0.68422,0.958091,773,33.0,50.0769,6.4,0.981955,1.0,0.727273,0.958091
TRINITY_DN1104_c0_g1_i1,654,0.38685,217,0,0.826087,1.0,0.954422,0.782205,0.992098,654,23.0,41.2528,5.28,0.954422,1.0,0.826087,0.992098
TRINITY_DN1125_c0_g1_i1,744,0.364247,247,0,0.797101,1.0,0.975346,0.770622,0.991218,744,69.0,108.788,13.91,0.975346,1.0,0.797101,0.991218
TRINITY_DN1119_c0_g1_i1,959,0.395203,304,0,0.571429,1.0,0.966976,0.515374,0.932706,959,49.0,59.935,7.66,0.966976,1.0,0.571429,0.932706
TRINITY_DN1169_c0_g1_i1,667,0.443778,204,0,0.852941,1.0,0.986848,0.754212,0.896033,667,34.0,59.7938,7.65,0.986848,1.0,0.852941,0.896033
TRINITY_DN1181_c0_g1_i1,660,0.386364,219,0,0.84127,1.0,0.967488,0.564932,0.694089,660,63.0,111.969,14.32,0.967488,1.0,0.84127,0.694089
TRINITY_DN1187_c0_g1_i1,573,0.410122,190,0,0.866667,1.0,0.971429,0.587331,0.697621,573,15.0,30.7072,3.93,0.971429,1.0,0.866667,0.697621
TRINITY_DN1151_c0_g1_i1,575,0.386087,181,0,0.777778,1.0,0.971429,0.318137,0.421063,575,36.0,73.4408,9.39,0.971429,1.0,0.777778,0.421063
TRINITY_DN1131_c0_g1_i1,669,0.428999,193,0,0.819355,1.0,0.957244,0.302545,0.38574,669,310.0,543.549,69.51,0.957244,1.0,0.819355,0.38574
TRINITY_DN1144_c0_g1_i1,757,0.429326,224,0,0.787234,1.0,0.969728,0.488281,0.639611,757,47.0,72.8291,9.31,0.969728,1.0,0.787234,0.639611
TRINITY_DN1106_c0_g1_i1,918,0.48366,305,0,0.864865,1.0,0.948654,0.692595,0.844157,918,37.0,47.2783,6.05,0.948654,1.0,0.864865,0.844157
TRINITY_DN1163_c0_g1_i1,562,0.3879,186,0,0.771429,1.0,0.973733,0.123212,0.164028,562,35.0,73.0524,9.34,0.973733,1.0,0.771429,0.164028
TRINITY_DN1165_c0_g1_i1,505,0.392079,167,0,0.730769,1.0,0.979048,0.612874,0.856617,505,26.0,60.3928,7.72,0.979048,1.0,0.730769,0.856617
TRINITY_DN1114_c0_g1_i1,995,0.415075,299,0,0.818713,1.0,0.970324,0.57354,0.721963,995,342.0,403.187,51.56,0.970324,1.0,0.818713,0.721963
TRINITY_DN1124_c0_g1_i1,713,0.353436,237,0,0.8,1.0,0.979365,0.688975,0.879365,713,40.0,65.8072,8.42,0.979365,1.0,0.8,0.879365
TRINITY_DN1188_c0_g1_i1,830,0.416867,268,0,0.696429,1.0,0.981353,0.633908,0.927523,830,56.0,79.1431,10.12,0.981353,1.0,0.696429,0.927523
TRINITY_DN1116_c0_g1_i1,717,0.355649,215,0,0.77193,1.0,0.969731,0.691456,0.923709,717,57.0,93.2521,11.92,0.969731,1.0,0.77193,0.923709
TRINITY_DN1143_c0_g1_i1,871,0.34558,273,0,0.875,1.0,0.961429,0.759112,0.902361,871,64.0,86.1916,11.02,0.961429,1.0,0.875,0.902361
TRINITY_DN1123_c0_g1_i1,785,0.359236,256,0,0.913793,1.0,0.953925,0.822844,0.943964,785,58.0,86.6685,11.08,0.953925,1.0,0.913793,0.943964
TRINITY_DN1157_c0_g1_i1,863,0.373117,264,0,0.809524,1.0,0.971429,0.622502,0.791589,863,105.0,142.719,18.25,0.971429,1.0,0.809524,0.791589
TRINITY_DN1118_c0_g1_i1,742,0.392183,247,0,0.621622,1.0,0.97381,0.509783,0.842142,742,37.0,58.4926,7.48,0.97381,1.0,0.621622,0.842142
TRINITY_DN1148_c0_g1_i1,686,0.406706,228,0,0.810726,1.0,0.973519,0.510389,0.64667,686,317.0,542.048,69.31,0.973519,1.0,0.810726,0.64667
TRINITY_DN1130_c0_g1_i1,752,0.397606,250,0,0.806452,1.0,0.975255,0.589596,0.749649,752,62.0,96.7112,12.37,0.975255,1.0,0.806452,0.749649
TRINITY_DN1158_c0_g1_i1,593,0.359191,197,0,0.888889,1.0,0.979832,0.845707,0.971004,593,18.0,35.6058,4.55,0.979832,1.0,0.888889,0.971004
TRINITY_DN1192_c0_g1_i1,2906,0.394701,942,0,0.865385,1.0,0.962803,0.791415,0.949856,2906,313.0,126.343,16.16,0.962803,1.0,0.865385,0.949856
TRINITY_DN1155_c0_g1_i1,668,0.336826,222,0,0.733333,1.0,0.977289,0.199257,0.278028,668,45.0,79.0204,10.1,0.977289,1.0,0.733333,0.278028
TRINITY_DN1178_c0_g1_i1,827,0.434099,255,0,0.75,1.0,0.959673,0.645253,0.89649,827,101.0,143.258,18.32,0.959673,1.0,0.75,0.89649
TRINITY_DN1142_c0_g1_i1,1399,0.42173,453,0,0.82716,1.0,0.966602,0.706299,0.883387,1399,81.0,67.9157,8.68,0.966602,1.0,0.82716,0.883387
TRINITY_DN1112_c0_g1_i1,754,0.380637,250,0,0.72973,1.0,0.945982,0.537788,0.779052,754,37.0,57.5617,7.36,0.945982,1.0,0.72973,0.779052
TRINITY_DN1102_c0_g1_i1,1650,0.381818,520,0,0.803347,1.0,0.975691,0.708584,0.904015,1650,239.0,169.909,21.73,0.975691,1.0,0.803347,0.904015
TRINITY_DN1183_c0_g1_i1,794,0.423174,241,0,0.76699,1.0,0.959184,0.65796,0.894351,794,103.0,152.167,19.46,0.959184,1.0,0.76699,0.894351
TRINITY_DN1164_c0_g1_i1,855,0.417544,284,0,0.826923,1.0,0.97619,0.522884,0.647748,855,53.0,72.7131,9.3,0.97619,1.0,0.826923,0.647748
TRINITY_DN1137_c0_g1_i1,905,0.429834,301,0,0.595745,1.0,0.979048,0.470488,0.806649,905,47.0,60.9189,7.79,0.979048,1.0,0.595745,0.806649
TRINITY_DN1175_c0_g1_i1,825,0.367273,243,0,0.818182,1.0,0.968673,0.319476,0.403098,825,154.0,218.963,28.0,0.968673,1.0,0.818182,0.403098
TRINITY_DN1126_c0_g1_i1,1180,0.397458,392,0,0.754098,1.0,0.967156,0.61927,0.849093,1180,61.0,60.6388,7.75,0.967156,1.0,0.754098,0.849093
TRINITY_DN1139_c0_g1_i1,900,0.384444,286,0,0.625,1.0,0.972527,0.520741,0.856723,900,48.0,62.5607,8.0,0.972527,1.0,0.625,0.856723
